t;K;theta_a;theta_o;theta_h;ll
13288;0.3346;15.8;33.5;38.1;9
13289;0.3335;15.9;33.4;38.1;9
13290;0.3333;15.8;33.5;38.1;9
13291;0.3342;15.9;33.5;38.2;9
13292;0.3354;15.8;33.4;38.2;9
13293;0.3373;15.9;33.4;38.1;9
13294;0.3369;15.9;33.4;38.2;9
13295;0.337;15.8;33.4;38.2;9
13296;0.3367;15.8;33.4;38.2;9
13297;0.3368;15.8;33.3;38.2;9
13298;0.3381;15.7;33.3;38.2;9
13299;0.3374;15.7;33.3;38.2;9
13300;0.3368;15.7;33.3;38.2;9
13301;0.3355;15.7;33.3;38.2;9
13302;0.3363;15.7;33.3;38.2;9
13303;0.3342;15.7;33.4;38.2;9
13304;0.3342;15.7;33.3;38.2;9
13305;0.3344;15.7;33.4;38.2;9
13306;0.3329;15.8;33.4;38.2;9
13307;0.3349;15.7;33.3;38.2;9
13308;0.3357;15.8;33.3;38.2;9
13309;0.3346;15.7;33.3;38.2;9
13310;0.336;15.7;33.3;38.2;9
13311;0.3359;15.6;33.3;38.2;9
13312;0.3363;15.6;33.3;38.2;9
13313;0.3353;15.6;33.3;38.2;9
13314;0.3358;15.6;33.3;38.2;9
13315;0.3356;15.6;33.2;38.3;9
13316;0.3336;15.7;33.2;38.2;9
13317;0.3334;15.7;33.2;38.3;9
13318;0.3339;15.7;33.2;38.3;9
13319;0.3352;15.7;33.3;38.2;9
13320;0.3361;15.8;33.2;38.2;9
13321;0.337;15.7;33.3;38.2;9
13322;0.3372;15.8;33.3;38.3;9
13323;0.3396;15.7;33.3;38.2;9
13324;0.3376;15.7;33.3;38.2;9
13325;0.3381;15.7;33.2;38.2;9
13326;0.3378;15.7;33.2;38.2;9
13327;0.3375;15.6;33.2;38.3;9
13328;0.3397;15.7;33.2;38.2;9
13329;0.3392;15.7;33.2;38.2;9
13330;0.3401;15.7;33.2;38.3;9
13331;0.3398;15.7;33.2;38.3;9
13332;0.3392;15.7;33.2;38.2;9
13333;0.3395;15.8;33.1;38.3;9
13334;0.3378;15.8;33.1;38.3;9
13335;0.3414;15.8;33.1;38.3;9
13336;0.3388;15.8;33.1;38.3;9
13337;0.3389;15.8;33.1;38.3;9
13338;0.3388;15.8;33.1;38.3;9
13339;0.3403;15.8;33.1;38.3;9
13340;0.3397;15.8;33.1;38.3;9
13341;0.3387;15.8;33.1;38.3;9
13342;0.3391;15.9;33.1;38.3;9
13343;0.3402;15.9;33.1;38.3;9
13344;0.3374;15.8;33.1;38.3;9
13345;0.3415;15.8;33.1;38.3;9
13346;0.3428;15.8;33.1;38.3;9
13347;0.3421;15.8;33.1;38.3;9
13348;0.3441;15.9;33.1;38.3;9
13349;0.3437;15.8;33.1;38.3;9
13350;0.3434;15.8;33.0;38.3;9
13351;0.342;15.8;33.0;38.3;9
13352;0.3432;15.8;33.0;38.3;9
13353;0.3467;15.7;33.0;38.4;9
13354;0.3477;15.6;33.0;38.4;9
13355;0.348;15.7;32.9;38.4;9
13356;0.3502;15.7;32.9;38.4;9
13357;0.35;15.7;33.0;38.5;9
13358;0.3519;15.7;32.9;38.5;9
13359;0.3536;15.7;33.0;38.5;9
13360;0.3542;15.7;33.0;38.6;9
13361;0.352;15.7;33.0;38.6;9
13362;0.3516;15.6;33.0;38.6;9
13363;0.3539;15.7;33.0;38.6;9
13364;0.3535;15.7;33.1;38.7;9
13365;0.3547;15.7;33.1;38.7;9
13366;0.3543;15.7;33.2;38.7;9
13367;0.3563;15.8;33.1;38.8;9
13368;0.3574;15.8;33.1;38.8;9
13369;0.3554;15.9;33.1;38.8;9
13370;0.3568;15.8;33.1;38.8;9
13371;0.3576;15.9;33.1;38.9;9
13372;0.3561;16.0;33.1;38.9;9
13373;0.3564;15.9;33.1;38.9;9
13374;0.3564;15.9;33.1;38.9;9
13375;0.3569;16.0;33.1;38.9;9
13376;0.3575;16.0;33.1;39.0;9
13377;0.3584;15.9;33.1;38.9;9
13378;0.3586;16.0;33.1;39.0;9
13379;0.3588;16.0;33.2;39.0;9
13380;0.3618;15.9;33.2;39.0;9
13381;0.3612;15.9;33.1;39.0;9
13382;0.3652;15.9;33.1;39.1;9
13383;0.3648;15.9;33.2;39.1;9
13384;0.3675;16.0;33.2;39.1;9
13385;0.366;16.1;33.2;39.2;9
13386;0.3655;16.0;33.2;39.2;9
13387;0.3674;16.0;33.2;39.2;9
13388;0.3692;16.2;33.2;39.3;9
13389;0.3683;16.1;33.2;39.3;9
13390;0.368;16.2;33.2;39.3;9
13391;0.3681;16.2;33.2;39.3;9
13392;0.3679;16.1;33.2;39.4;9
13393;0.3677;16.2;33.2;39.4;9
13394;0.3676;16.2;33.2;39.4;9
13395;0.3688;16.1;33.2;39.4;9
13396;0.3681;16.1;33.2;39.5;9
13397;0.3726;16.0;33.3;39.4;9
13398;0.3738;16.0;33.2;39.5;9
13399;0.3754;16.0;33.2;39.6;9
13400;0.3758;16.0;33.2;39.6;9
13401;0.3712;16.1;33.2;39.6;9
13402;0.3732;16.1;33.2;39.6;9
13403;0.3749;16.1;33.3;39.6;9
13404;0.3772;16.0;33.3;39.6;9
13405;0.3779;16.2;33.3;39.7;9
13406;0.3787;16.2;33.3;39.7;9
13407;0.3791;16.2;33.3;39.7;9
13408;0.3819;16.2;33.3;39.7;9
13409;0.3791;16.2;33.4;39.8;9
13410;0.3796;16.2;33.3;40.0;9
13411;0.3797;16.1;33.3;40.0;9
13412;0.3793;16.1;33.3;40.0;9
13413;0.3819;16.1;33.3;39.9;9
13414;0.3814;16.3;33.3;40.1;9
13415;0.3829;16.3;33.3;39.9;9
13416;0.3819;16.3;33.3;40.2;9
13417;0.3843;16.3;33.4;40.0;9
13418;0.3854;16.3;33.5;40.2;9
13419;0.3862;16.4;33.5;40.0;9
13420;0.3874;16.5;33.5;40.3;9
13421;0.3886;16.4;33.5;40.3;9
13422;0.3859;16.5;33.5;40.4;9
13423;0.3869;16.5;33.5;40.3;9
13424;0.3867;16.5;33.5;40.4;9
13425;0.3895;16.6;33.5;40.4;9
13426;0.3884;16.6;33.5;40.5;9
13427;0.3901;16.6;33.5;40.5;9
13428;0.3896;16.7;33.6;40.6;9
13429;0.3903;16.7;33.6;40.6;9
13430;0.3915;16.8;33.6;40.6;9
13431;0.393;16.7;33.7;40.6;9
13432;0.3951;16.8;33.7;40.6;9
13433;0.3952;16.9;33.7;40.6;9
13434;0.3959;16.9;33.7;40.7;9
13435;0.3966;16.9;33.8;40.7;9
13436;0.3976;17.0;33.8;40.7;9
13437;0.3966;17.0;33.8;40.8;9
13438;0.3999;17.1;33.8;40.9;9
13439;0.3977;17.1;33.8;40.8;9
13440;0.3995;17.2;33.8;40.9;9
13441;0.4;17.2;33.8;40.9;9
13442;0.3999;17.2;33.8;41.0;9
13443;0.4019;17.3;33.8;41.0;9
13444;0.4006;17.4;33.8;41.0;9
13445;0.402;17.4;33.9;41.1;9
13446;0.4019;17.3;33.9;41.1;9
13447;0.4033;17.4;33.9;41.2;9
13448;0.4053;17.4;33.9;41.2;9
13449;0.4045;17.4;33.9;41.2;9
13450;0.4063;17.5;33.9;41.3;9
13451;0.4047;17.5;33.9;41.3;9
13452;0.4051;17.5;33.9;41.4;9
13453;0.4032;17.5;34.0;41.3;9
13454;0.4055;17.4;34.0;41.4;9
13455;0.4059;17.4;34.1;41.4;9
13456;0.4064;17.5;34.1;41.5;9
13457;0.4061;17.6;34.0;41.5;9
13458;0.4045;17.6;34.1;41.5;9
13459;0.4065;17.6;34.2;41.5;9
13460;0.4063;17.7;34.2;41.5;9
13461;0.4058;17.7;34.2;41.5;9
13462;0.4064;17.7;34.2;41.6;9
13463;0.407;17.9;34.2;41.6;9
13464;0.4105;17.8;34.3;41.6;9
13465;0.4102;17.9;34.3;41.7;9
13466;0.4098;18.0;34.3;41.7;9
13467;0.4106;18.0;34.3;41.8;9
13468;0.4093;18.0;34.3;41.9;9
13469;0.4118;18.1;34.4;41.9;9
13470;0.4098;18.1;34.5;41.9;9
13471;0.4077;18.1;34.4;42.0;9
13472;0.4085;18.2;34.4;41.9;9
13473;0.4113;18.2;34.5;42.0;9
13474;0.4119;18.1;34.6;42.0;9
13475;0.4139;18.3;34.6;42.0;9
13476;0.4133;18.3;34.5;42.0;9
13477;0.4141;18.3;34.6;42.1;9
13478;0.416;18.4;34.7;42.1;9
13479;0.4154;18.4;34.7;42.1;9
13480;0.4158;18.4;34.7;42.3;9
13481;0.4162;18.5;34.7;42.4;9
13482;0.4191;18.4;34.7;42.3;9
13483;0.4183;18.4;34.7;42.3;9
13484;0.4162;18.5;34.8;42.5;9
13485;0.4189;18.5;34.8;42.4;9
13486;0.4196;18.4;34.8;42.4;9
13487;0.4219;18.5;34.8;42.7;9
13488;0.4217;18.5;34.8;42.8;9
13489;0.4209;18.6;34.8;42.8;9
13490;0.4218;18.6;34.9;42.8;9
13491;0.4202;18.6;34.9;42.9;9
13492;0.4209;18.6;34.9;42.9;9
13493;0.4227;18.6;34.9;43.0;9
13494;0.4216;18.6;34.9;43.0;9
13495;0.4225;18.6;34.9;43.0;9
13496;0.4265;18.7;34.9;43.1;9
13497;0.429;18.7;34.9;43.2;9
13498;0.4287;18.7;35.1;43.3;9
13499;0.4299;18.7;35.0;43.3;9
13500;0.4299;18.7;35.0;43.4;9
13501;0.4303;18.8;35.0;43.5;9
13502;0.4305;18.8;35.0;43.5;9
13503;0.43;18.9;35.2;43.6;9
13504;0.4309;19.0;35.2;43.6;9
13505;0.4342;19.0;35.1;43.7;9
13506;0.4286;19.1;35.3;43.8;9
13507;0.4319;19.0;35.3;43.8;9
13508;0.4323;19.2;35.3;43.9;9
13509;0.4313;19.2;35.3;43.9;9
13510;0.4343;19.3;35.4;43.9;9
13511;0.4346;19.3;35.4;44.0;9
13512;0.4353;19.4;35.4;44.0;9
13513;0.4366;19.5;35.5;44.1;9
13514;0.437;19.6;35.5;44.2;9
13515;0.435;19.6;35.5;44.2;9
13516;0.4369;19.7;35.5;44.3;9
13517;0.4365;19.7;35.6;44.3;9
13518;0.4363;19.8;35.7;44.4;9
13519;0.4362;19.8;35.6;44.4;9
13520;0.4391;19.9;35.6;44.5;9
13521;0.4387;19.9;35.8;44.6;9
13522;0.437;20.0;35.8;44.6;9
13523;0.435;20.1;35.7;44.6;9
13524;0.4329;20.0;35.7;44.7;9
13525;0.4341;20.0;35.7;44.7;9
13526;0.4327;20.2;35.8;44.7;9
13527;0.4324;20.1;35.8;44.7;9
13528;0.432;20.3;35.8;44.8;9
13529;0.4335;20.3;36.0;44.8;9
13530;0.4324;20.3;36.0;44.8;9
13531;0.4327;20.3;36.0;44.8;9
13532;0.4334;20.4;36.1;44.8;9
13533;0.4333;20.4;36.1;44.9;9
13534;0.4355;20.4;36.1;44.9;9
13535;0.4356;20.5;36.1;44.9;9
13536;0.4366;20.5;36.2;45.2;9
13537;0.4391;20.5;36.2;45.1;9
13538;0.4414;20.5;36.2;45.3;9
13539;0.4413;20.6;36.3;45.3;9
13540;0.4418;20.6;36.4;45.4;9
13541;0.4404;20.7;36.4;45.4;9
13542;0.4427;20.6;36.3;45.5;9
13543;0.4436;20.8;36.5;45.5;9
13544;0.4432;20.8;36.5;45.6;9
13545;0.4414;20.8;36.5;45.6;9
13546;0.4432;20.8;36.5;45.6;9
13547;0.4393;20.8;36.5;45.7;9
13548;0.4417;20.8;36.6;45.7;9
13549;0.4404;20.9;36.6;45.8;9
13550;0.4381;20.9;36.6;45.8;9
13551;0.4401;21.0;36.7;45.8;9
13552;0.4381;21.0;36.7;45.9;9
13553;0.4392;21.0;36.7;46.0;9
13554;0.4354;21.1;36.7;46.0;9
13555;0.436;21.1;36.7;46.0;9
13556;0.4339;21.1;36.7;46.0;9
13557;0.4359;21.3;36.8;46.0;9
13558;0.4376;21.3;36.8;46.1;9
13559;0.4371;21.2;36.9;46.1;9
13560;0.4377;21.3;37.0;46.2;9
13561;0.4406;21.4;37.0;46.2;9
13562;0.4411;21.4;37.0;46.3;9
13563;0.4409;21.5;37.0;46.4;9
13564;0.4417;21.5;37.1;46.3;9
13565;0.4421;21.5;37.1;46.5;9
13566;0.4414;21.6;37.1;46.5;9
13567;0.4399;21.6;37.1;46.5;9
13568;0.4416;21.7;37.2;46.5;9
13569;0.4386;21.8;37.2;46.6;9
13570;0.4414;21.8;37.2;46.6;9
13571;0.4408;21.8;37.3;46.7;9
13572;0.441;21.9;37.3;46.7;9
13573;0.4419;21.9;37.3;46.7;9
13574;0.4409;22.0;37.4;46.8;9
13575;0.4404;22.0;37.4;46.8;9
13576;0.4398;22.0;37.5;46.8;9
13577;0.4439;22.1;37.4;46.9;9
13578;0.4441;22.1;37.4;46.9;9
13579;0.443;22.1;37.4;46.9;9
13580;0.4425;22.2;37.6;47.0;9
13581;0.444;22.2;37.6;47.0;9
13582;0.4428;22.4;37.7;47.1;9
13583;0.4427;22.4;37.7;47.1;9
13584;0.4409;22.4;37.6;47.1;9
13585;0.4402;22.5;37.7;47.2;9
13586;0.4406;22.5;37.8;47.2;9
13587;0.441;22.5;37.9;47.2;9
13588;0.4438;22.6;37.8;47.2;9
13589;0.4454;22.6;38.0;47.2;9
13590;0.4456;22.6;37.9;47.3;9
13591;0.446;22.7;37.9;47.3;9
13592;0.4478;22.7;38.0;47.4;9
13593;0.448;22.7;38.1;47.4;9
13594;0.4499;22.7;38.0;47.4;9
13595;0.4495;22.8;38.1;47.5;9
13596;0.4473;22.8;38.2;47.5;9
13597;0.4475;23.0;38.2;47.6;9
13598;0.4491;22.9;38.2;47.7;9
13599;0.4488;23.1;38.4;47.7;9
13600;0.4473;23.1;38.3;47.8;9
13601;0.4469;23.2;38.3;47.8;9
13602;0.4491;23.2;38.5;47.8;9
13603;0.4506;23.2;38.4;47.9;9
13604;0.4503;23.3;38.4;47.9;9
13605;0.4512;23.3;38.4;47.9;9
13606;0.452;23.3;38.5;48.0;9
13607;0.4529;23.4;38.6;48.0;9
13608;0.4495;23.4;38.6;48.1;9
13609;0.4492;23.5;38.7;48.1;9
13610;0.4507;23.5;38.7;48.1;9
13611;0.4496;23.5;38.7;48.1;9
13612;0.4501;23.5;38.8;48.3;9
13613;0.4505;23.6;38.8;48.2;9
13614;0.45;23.6;38.9;48.3;9
13615;0.4511;23.7;38.9;48.3;9
13616;0.4492;23.7;38.9;48.4;9
13617;0.4503;23.7;39.0;48.7;9
13618;0.4524;23.7;39.0;48.7;9
13619;0.45;23.8;39.1;48.8;9
13620;0.4505;23.8;39.2;48.9;9
13621;0.4516;23.8;39.2;48.9;9
13622;0.4512;23.8;39.2;49.0;9
13623;0.452;23.9;39.2;49.0;9
13624;0.4513;23.9;39.3;49.1;9
13625;0.4516;24.0;39.3;49.1;9
13626;0.4528;24.0;39.4;49.2;9
13627;0.4517;24.0;39.4;49.2;9
13628;0.4531;23.9;39.4;49.3;9
13629;0.4529;23.9;39.4;49.3;9
13630;0.4571;24.0;39.4;49.4;9
13631;0.4565;24.1;39.5;49.4;9
13632;0.454;24.1;39.5;49.4;9
13633;0.454;24.1;39.6;49.5;9
13634;0.4534;24.2;39.6;49.5;9
13635;0.455;24.2;39.6;49.6;9
13636;0.4534;24.3;39.7;49.7;9
13637;0.4566;24.3;39.7;49.7;9
13638;0.4571;24.4;39.8;49.7;9
13639;0.4561;24.5;39.9;49.8;9
13640;0.4596;24.4;39.8;49.8;9
13641;0.4572;24.5;40.0;49.9;9
13642;0.461;24.5;40.0;49.9;9
13643;0.4583;24.6;40.0;49.9;9
13644;0.4572;24.7;40.1;50.0;9
13645;0.459;24.6;40.1;50.0;9
13646;0.4608;24.7;40.1;50.1;9
13647;0.4623;24.8;40.1;50.1;9
13648;0.4653;24.8;40.3;50.1;9
13649;0.4633;24.8;40.3;50.2;9
13650;0.4615;24.7;40.2;50.3;9
13651;0.4601;24.7;40.2;50.3;9
13652;0.4622;24.7;40.3;50.3;9
13653;0.4606;24.5;40.3;50.4;9
13654;0.4575;24.5;40.4;50.4;9
13655;0.4576;24.4;40.4;50.5;9
13656;0.4557;24.3;40.4;50.4;9
13657;0.4565;24.2;40.4;50.4;9
13658;0.4564;24.2;40.4;50.5;9
13659;0.4573;24.1;40.4;50.4;9
13660;0.4613;24.1;40.4;50.5;9
13661;0.4574;24.1;40.4;50.5;9
13662;0.4591;24.0;40.5;50.6;9
13663;0.4587;24.0;40.5;50.6;9
13664;0.4576;24.0;40.5;50.6;9
13665;0.4563;23.9;40.5;50.6;9
13666;0.4553;23.8;40.4;50.6;9
13667;0.4545;23.8;40.5;50.6;9
13668;0.4528;23.8;40.4;50.6;9
13669;0.4532;23.8;40.3;50.6;9
13670;0.4569;23.7;40.4;50.6;9
13671;0.4554;23.7;40.4;50.6;9
13672;0.4564;23.8;40.3;50.6;9
13673;0.4537;23.8;40.4;50.6;9
13674;0.454;23.9;40.5;50.6;9
13675;0.4527;24.0;40.5;50.6;9
13676;0.4511;24.0;40.5;50.6;9
13677;0.4522;24.1;40.5;50.6;9
13678;0.4555;24.2;40.6;50.6;9
13679;0.4535;24.3;40.6;50.6;9
13680;0.4537;24.4;40.6;50.6;9
13681;0.4548;24.5;40.6;50.7;9
13682;0.4541;24.5;40.6;50.7;9
13683;0.4553;24.6;40.7;50.7;9
13684;0.449;24.8;40.7;50.8;9
13685;0.4556;24.8;40.8;50.8;9
13686;0.4529;24.9;40.8;50.8;9
13687;0.4536;24.9;40.8;50.8;9
13688;0.4556;25.0;40.8;50.9;9
13689;0.4562;25.0;40.9;50.9;9
13690;0.4566;25.0;40.9;51.0;9
13691;0.4553;25.1;40.9;51.0;9
13692;0.453;25.1;40.9;51.0;9
13693;0.4544;25.1;40.9;51.0;9
13694;0.4537;25.2;40.9;51.0;9
13695;0.4539;25.3;41.0;51.0;9
13696;0.454;25.2;41.0;51.1;9
13697;0.4555;25.4;41.1;51.1;9
13698;0.454;25.4;41.1;51.1;9
13699;0.4559;25.4;41.2;51.1;9
13700;0.4567;25.4;41.2;51.1;9
13701;0.4558;25.4;41.3;51.1;9
13702;0.4574;25.5;41.4;51.1;9
13703;0.4579;25.5;41.4;51.2;9
13704;0.4577;25.5;41.4;51.2;9
13705;0.4572;25.5;41.4;51.2;9
13706;0.4536;25.5;41.5;51.2;9
13707;0.4534;25.5;41.5;51.2;9
13708;0.455;25.4;41.5;51.3;9
13709;0.4529;25.4;41.5;51.2;9
13710;0.4531;25.4;41.7;51.2;9
13711;0.451;25.3;41.6;51.2;9
13712;0.4546;25.3;41.6;51.2;9
13713;0.4532;25.2;41.6;51.2;9
13714;0.4526;25.1;41.7;51.2;9
13715;0.4522;25.1;41.7;51.2;9
13716;0.4506;25.0;41.7;51.1;9
13717;0.452;25.0;41.7;51.2;9
13718;0.4509;25.0;41.7;51.2;9
13719;0.4503;24.9;41.7;51.2;9
13720;0.451;24.9;41.8;51.2;9
13721;0.4501;24.9;41.8;51.2;9
13722;0.4481;24.9;41.8;51.2;9
13723;0.447;24.9;41.8;51.1;9
13724;0.4475;24.9;41.9;51.1;9
13725;0.4487;24.9;41.9;51.1;9
13726;0.4476;24.9;42.0;51.1;9
13727;0.4478;24.9;42.0;51.1;9
13728;0.448;24.9;42.0;51.1;9
13729;0.4483;24.8;42.0;51.1;9
13730;0.445;24.7;41.9;51.1;9
13731;0.4432;24.8;42.0;51.1;9
13732;0.445;24.8;42.0;51.1;9
13733;0.4449;24.7;42.0;51.1;9
13734;0.442;24.7;41.9;51.1;9
13735;0.4421;24.7;41.9;51.1;9
13736;0.4428;24.5;41.9;51.1;9
13737;0.4432;24.5;41.9;51.1;9
13738;0.4443;24.5;41.9;51.1;9
13739;0.4466;24.6;41.8;51.1;9
13740;0.4449;24.5;41.9;51.1;9
13741;0.4435;24.5;41.8;51.2;9
13742;0.4418;24.5;41.8;51.1;9
13743;0.4388;24.4;41.8;51.1;9
13744;0.4398;24.4;41.8;51.1;9
13745;0.4391;24.4;41.8;51.1;9
13746;0.4416;24.4;41.8;51.1;9
13747;0.4388;24.4;41.8;51.1;9
13748;0.4373;24.5;41.8;51.1;9
13749;0.4391;24.4;41.7;51.1;9
13750;0.4409;24.3;41.7;51.1;9
13751;0.441;24.3;41.7;51.1;9
13752;0.4414;24.3;41.7;51.1;9
13753;0.4405;24.3;41.7;51.0;9
13754;0.4401;24.3;41.8;51.1;9
13755;0.4383;24.2;41.7;51.1;9
13756;0.4395;24.2;41.6;51.1;9
13757;0.4377;24.2;41.6;51.0;9
13758;0.4392;24.2;41.6;51.0;9
13759;0.4389;24.1;41.6;51.0;9
13760;0.4396;24.1;41.5;51.1;9
13761;0.437;24.0;41.6;51.1;9
13762;0.4382;24.0;41.6;51.0;9
13763;0.4382;23.9;41.6;51.1;9
13764;0.4384;24.0;41.5;51.1;9
13765;0.4385;24.0;41.6;51.0;9
13766;0.4388;23.9;41.6;51.1;9
13767;0.4377;23.8;41.6;51.0;9
13768;0.4381;23.8;41.6;51.0;9
13769;0.4415;23.8;41.6;51.0;9
13770;0.4389;23.8;41.6;51.0;9
13771;0.4399;23.8;41.6;51.1;9
13772;0.4383;23.7;41.6;51.0;9
13773;0.4371;23.7;41.6;51.0;9
13774;0.436;23.7;41.7;51.0;9
13775;0.4358;23.7;41.7;51.0;9
13776;0.4368;23.7;41.7;50.9;9
13777;0.4373;23.8;41.7;51.0;9
13778;0.4355;23.8;41.8;51.0;9
13779;0.4357;23.7;41.6;51.0;9
13780;0.4371;23.7;41.6;50.9;9
13781;0.4398;23.7;41.6;51.0;9
13782;0.4414;23.8;41.6;51.0;9
13783;0.4426;23.8;41.7;51.0;9
13784;0.4384;23.8;41.7;51.0;9
13785;0.4368;23.8;41.7;51.0;9
13786;0.4349;23.8;41.7;51.0;9
13787;0.4338;23.8;41.7;51.0;9
13788;0.4342;23.8;41.7;50.9;9
13789;0.4341;23.8;41.7;50.9;9
13790;0.4335;23.7;41.7;50.9;9
13791;0.4338;23.7;41.7;50.9;9
13792;0.436;23.7;41.7;50.9;9
13793;0.434;23.7;41.7;50.9;9
13794;0.4345;23.7;41.7;50.9;9
13795;0.4342;23.7;41.7;50.9;9
13796;0.4328;23.7;41.7;50.9;9
13797;0.4316;23.7;41.7;50.9;9
13798;0.4323;23.7;41.7;50.9;9
13799;0.434;23.7;41.8;50.9;9
13800;0.434;23.7;41.8;50.9;9
13801;0.4354;23.7;41.8;50.8;9
13802;0.4343;23.8;41.8;50.9;9
13803;0.4318;23.9;41.9;50.8;9
13804;0.4325;23.9;41.9;50.9;9
13805;0.4297;23.7;41.7;50.8;9
13806;0.4341;23.9;41.9;50.8;9
13807;0.4307;23.7;41.7;50.8;9
13808;0.4315;23.8;41.9;50.8;9
13809;0.4314;23.7;41.7;50.8;9
13810;0.4315;23.8;41.9;50.8;9
13811;0.4335;23.7;41.7;50.8;9
13812;0.4316;23.8;41.8;50.8;9
13813;0.4339;23.7;41.7;50.9;9
13814;0.4317;23.8;41.7;50.8;9
13815;0.4326;23.7;41.7;50.9;9
13816;0.4331;23.7;41.8;50.8;9
13817;0.4332;23.7;41.7;50.9;9
13818;0.4317;23.6;41.7;50.8;9
13819;0.4289;23.6;41.7;50.9;9
13820;0.4299;23.6;41.7;50.8;9
13821;0.4305;23.6;41.7;50.8;9
13822;0.4297;23.4;41.7;50.9;9
13823;0.4285;23.5;41.7;50.8;9
13824;0.4297;23.5;41.8;50.8;9
13825;0.4266;23.4;41.8;50.8;9
13826;0.4275;23.4;41.9;50.8;9
13827;0.4299;23.4;41.8;50.8;9
13828;0.4312;23.4;42.0;50.8;9
13829;0.4313;23.4;42.1;50.8;9
13830;0.4262;23.4;42.1;50.8;9
13831;0.4265;23.4;42.3;50.8;9
13832;0.4272;23.4;42.3;50.8;9
13833;0.4304;23.4;42.4;50.7;9
13834;0.4282;23.4;42.6;50.7;9
13835;0.4276;23.4;42.6;50.7;9
13836;0.4308;23.5;42.7;50.7;9
13837;0.4316;23.5;42.8;50.7;9
13838;0.4324;23.5;42.9;50.7;9
13839;0.431;23.6;43.0;50.8;9
13840;0.4335;23.6;43.1;50.7;9
13841;0.4318;23.7;43.1;50.8;9
13842;0.4345;23.7;43.0;50.8;9
13843;0.4348;23.7;43.1;50.8;9
13844;0.4346;23.8;43.0;50.8;9
13845;0.4337;23.9;43.0;50.9;9
13846;0.433;23.9;42.9;50.9;9
13847;0.4336;24.0;42.8;50.9;9
13848;0.4342;24.0;42.7;51.0;9
13849;0.43;24.0;42.7;51.0;9
13850;0.431;24.1;42.7;51.0;9
13851;0.4322;24.1;42.6;50.9;9
13852;0.4326;24.1;42.6;50.9;9
13853;0.4323;24.1;42.6;51.0;9
13854;0.4321;24.1;42.5;51.0;9
13855;0.4304;24.1;42.5;51.0;9
13856;0.4309;24.0;42.4;51.0;9
13857;0.4327;24.1;42.5;51.0;9
13858;0.4268;24.1;42.4;51.0;9
13859;0.4324;24.1;42.3;51.0;9
13860;0.4326;24.1;42.3;50.9;9
13861;0.4332;24.0;42.2;51.0;9
13862;0.4338;24.0;42.2;51.0;9
13863;0.4337;23.9;42.0;51.0;9
13864;0.4322;23.7;41.9;50.9;9
13865;0.434;23.6;41.9;50.9;9
13866;0.4347;23.4;41.8;50.9;9
13867;0.4311;23.1;41.7;50.9;9
13868;0.4284;22.8;41.7;50.9;9
13869;0.4308;22.7;41.6;50.9;9
13870;0.4303;22.5;41.5;50.9;9
13871;0.43;22.3;41.5;50.9;9
13872;0.4317;22.1;41.5;50.8;9
13873;0.4283;21.9;41.3;50.8;9
13874;0.4297;21.8;41.2;50.8;9
13875;0.4288;21.7;41.2;50.7;9
13876;0.426;21.6;41.2;50.7;9
13877;0.4278;21.4;41.1;50.6;9
13878;0.4269;21.3;41.1;50.6;9
13879;0.4298;21.3;41.1;50.6;9
13880;0.4283;21.2;41.1;50.6;9
13881;0.4288;21.1;41.0;50.5;9
13882;0.4283;21.1;41.0;50.5;9
13883;0.4248;21.1;41.0;50.5;9
13884;0.4295;21.0;41.0;50.5;9
13885;0.4256;21.0;41.0;50.5;9
13886;0.4233;20.9;41.0;50.5;9
13887;0.4283;21.0;41.0;50.4;9
13888;0.4256;20.9;41.1;50.4;9
13889;0.4265;20.9;41.0;50.3;9
13890;0.4291;20.9;41.0;50.4;9
13891;0.4278;21.0;41.0;50.4;9
13892;0.4276;20.9;41.0;50.4;9
13893;0.4277;21.0;41.1;50.3;9
13894;0.4288;21.0;41.1;50.4;9
13895;0.4274;21.1;41.1;50.3;9
13896;0.4271;21.0;41.1;50.3;9
13897;0.4293;21.1;41.2;50.3;9
13898;0.4286;21.1;41.2;50.4;9
13899;0.4261;21.1;41.2;50.4;9
13900;0.4272;21.1;41.2;50.4;9
13901;0.4236;21.3;41.5;50.4;9
13902;0.4276;21.3;41.6;50.4;9
13903;0.4259;21.3;41.8;50.4;9
13904;0.4248;21.4;41.9;50.3;9
13905;0.4245;21.5;42.0;50.4;9
13906;0.4235;21.5;42.1;50.4;9
13907;0.4252;21.6;42.1;50.4;9
13908;0.4246;21.6;42.2;50.3;9
13909;0.4246;21.7;42.3;50.3;9
13910;0.4255;21.7;42.4;50.3;9
13911;0.4253;21.8;42.4;50.3;9
13912;0.4266;21.8;42.4;50.3;9
13913;0.4255;21.9;42.6;50.3;9
13914;0.4255;21.9;42.5;50.3;9
13915;0.4279;22.0;42.7;50.3;9
13916;0.4276;22.0;42.7;50.3;9
13917;0.4287;22.1;42.7;50.2;9
13918;0.4309;22.1;42.8;50.2;9
13919;0.4305;22.2;42.8;50.2;9
13920;0.4319;22.1;42.8;50.2;9
13921;0.43;22.1;42.8;50.2;9
13922;0.4302;22.2;42.8;50.2;9
13923;0.4318;22.3;42.8;50.2;9
13924;0.4297;22.5;42.3;50.2;9
13925;0.4312;22.5;42.2;50.2;9
