t;K;theta_a;theta_o;theta_h;ll
0;0.369;22.1;41.8;49.3;0
1;0.3687;22.1;41.7;49.3;0
2;0.3686;22.2;41.7;49.3;0
3;0.3683;22.1;41.7;49.2;0
4;0.3671;22.2;41.7;49.2;0
5;0.366;22.1;41.7;49.1;0
6;0.3677;22.1;41.7;49.0;0
7;0.369;22.1;41.6;49.1;0
8;0.3692;22.1;41.6;49.0;0
9;0.3672;22.0;41.5;49.0;0
10;0.3678;22.1;41.6;49.0;0
11;0.3654;22.0;41.6;48.7;0
12;0.3669;22.1;41.6;48.9;0
13;0.3672;22.1;41.5;48.9;0
14;0.3644;22.0;41.5;48.6;0
15;0.3639;22.1;41.4;48.6;0
16;0.3636;22.1;41.5;48.6;0
17;0.364;22.0;41.5;48.7;0
18;0.3661;22.0;41.4;48.5;0
19;0.3667;22.0;41.4;48.5;0
20;0.3658;22.0;41.4;48.6;0
21;0.3672;21.9;41.3;48.4;0
22;0.3685;22.0;41.3;48.7;0
23;0.366;21.9;41.3;48.3;0
24;0.3656;21.9;41.3;48.5;0
25;0.3664;21.9;41.3;48.5;0
26;0.3665;22.0;41.3;48.3;0
27;0.3652;21.9;41.3;48.5;0
28;0.3661;21.9;41.2;48.4;0
29;0.3647;21.8;41.2;48.2;0
30;0.3641;21.9;41.2;48.2;0
31;0.3618;21.8;41.2;48.1;0
32;0.3611;21.9;41.2;48.1;0
33;0.3615;21.9;41.2;48.1;0
34;0.361;21.9;41.2;48.0;0
35;0.3595;21.9;41.2;48.1;0
36;0.3606;21.9;41.1;48.0;0
37;0.3615;21.9;41.1;48.0;0
38;0.3619;21.9;41.1;47.9;0
39;0.3637;21.9;41.1;47.9;0
40;0.3632;21.9;41.1;47.7;0
41;0.3638;21.9;41.1;47.8;0
42;0.3648;21.8;41.1;47.9;0
43;0.3641;21.8;41.1;47.8;0
44;0.3637;21.8;41.0;47.9;0
45;0.3616;21.9;41.0;47.7;0
46;0.3629;21.8;41.0;47.7;0
47;0.3623;21.8;41.0;47.7;0
48;0.3616;21.8;41.0;47.7;0
49;0.36;21.8;41.0;47.7;0
50;0.3594;21.8;41.0;47.7;0
51;0.3594;21.8;41.0;47.6;0
52;0.3602;21.8;41.0;47.7;0
53;0.3599;21.9;40.9;47.6;0
54;0.3598;21.8;40.9;47.6;0
55;0.3611;21.9;40.9;47.5;0
56;0.3637;21.9;40.9;47.5;0
57;0.3632;21.9;40.9;47.5;0
58;0.3595;21.9;40.9;47.6;0
59;0.3594;21.9;40.9;47.5;0
60;0.3595;21.9;40.9;47.5;0
61;0.3576;21.8;40.9;47.4;0
62;0.3584;21.8;40.9;47.5;0
63;0.358;21.8;40.8;47.4;0
64;0.3573;21.8;40.8;47.3;0
65;0.3579;21.8;40.8;47.3;0
66;0.3561;21.9;40.8;47.3;0
67;0.3558;21.8;40.7;47.2;0
68;0.3574;21.8;40.7;47.3;0
69;0.3583;21.8;40.7;47.2;0
70;0.3596;21.8;40.8;47.1;0
71;0.3573;21.8;40.8;47.2;0
72;0.3583;21.8;40.8;47.2;0
73;0.3576;21.9;40.7;47.2;0
74;0.3563;21.9;40.6;47.1;0
75;0.3564;21.9;40.6;47.0;0
76;0.3576;21.9;40.6;47.1;0
77;0.3575;21.9;40.6;47.1;0
78;0.3569;21.9;40.6;47.0;0
79;0.3542;21.9;40.6;47.0;0
80;0.3573;21.9;40.6;46.9;0
81;0.3563;22.0;40.6;47.0;0
82;0.3554;21.9;40.5;46.9;0
83;0.3544;21.9;40.5;46.8;0
84;0.3546;21.9;40.5;46.9;0
85;0.3579;22.0;40.5;46.8;0
86;0.3582;21.9;40.5;46.8;0
87;0.357;22.0;40.5;46.8;0
88;0.3562;22.0;40.4;46.8;0
89;0.3551;22.0;40.4;46.8;0
90;0.354;22.0;40.4;46.7;0
91;0.3548;21.9;40.4;46.7;0
92;0.3546;22.0;40.4;46.7;0
93;0.3552;21.9;40.4;46.6;0
94;0.3564;21.9;40.4;46.7;0
95;0.3565;21.9;40.4;46.6;0
96;0.3559;21.9;40.2;46.6;0
97;0.3553;21.9;40.3;46.6;0
98;0.3566;21.9;40.2;46.6;0
99;0.3572;21.9;40.2;46.6;0
100;0.3564;21.9;40.2;46.5;0
101;0.3573;21.9;40.3;46.5;0
102;0.3555;21.9;40.2;46.6;0
103;0.356;22.0;40.3;46.5;0
104;0.3554;21.9;40.3;46.4;0
105;0.3561;22.0;40.3;46.4;0
106;0.3547;21.9;40.3;46.4;0
107;0.3544;22.0;40.2;46.5;0
108;0.356;21.9;40.1;46.4;0
109;0.3546;21.9;40.1;46.3;0
110;0.3544;21.9;40.1;46.4;0
111;0.354;21.9;40.1;46.4;0
112;0.3537;21.9;40.2;46.4;0
113;0.3554;21.9;40.2;46.3;0
114;0.3551;21.9;40.2;46.3;0
115;0.3551;21.9;40.2;46.3;0
116;0.3557;21.9;40.2;46.3;0
117;0.3565;21.9;40.1;46.2;0
118;0.3569;21.8;40.1;46.2;0
119;0.3559;21.8;40.0;46.2;0
120;0.3561;21.8;40.1;46.3;0
121;0.3556;21.9;40.0;46.2;0
122;0.3516;21.8;40.0;46.2;0
123;0.3529;21.8;40.0;46.2;0
124;0.352;21.8;40.0;46.2;0
125;0.3535;21.8;40.0;46.1;0
126;0.3537;21.8;40.0;46.1;0
127;0.354;21.8;40.0;46.1;0
128;0.3529;21.8;40.0;46.1;0
129;0.3522;21.8;40.0;46.1;0
130;0.3514;21.8;40.0;46.0;0
131;0.3505;21.8;39.9;46.1;0
132;0.3521;21.8;39.9;46.0;0
133;0.3513;21.8;39.9;46.0;0
134;0.354;21.8;39.9;46.0;0
135;0.3502;21.8;39.9;46.0;0
136;0.3519;21.8;39.9;46.0;0
137;0.3508;21.8;39.9;45.9;0
138;0.3507;21.8;39.9;45.9;0
139;0.3508;21.8;40.0;45.9;0
140;0.3506;21.9;39.9;45.9;0
141;0.3517;21.8;39.9;45.9;0
142;0.3517;21.8;39.9;45.9;0
143;0.3514;21.8;39.8;45.9;0
144;0.3501;21.8;39.8;45.8;0
145;0.3533;21.8;39.7;45.8;0
146;0.3542;21.8;39.8;45.8;0
147;0.3535;21.8;39.8;45.8;0
148;0.3517;21.8;39.7;45.8;0
149;0.3525;21.8;39.7;45.8;0
150;0.352;21.8;39.7;45.7;0
151;0.3512;21.8;39.7;45.8;0
152;0.3498;21.8;39.8;45.8;0
153;0.3494;21.8;39.7;45.8;0
154;0.3488;21.8;39.7;45.6;0
155;0.3482;21.8;39.8;45.7;0
156;0.348;21.7;39.8;45.6;0
157;0.3482;21.8;39.6;45.6;0
158;0.349;21.7;39.6;45.6;0
159;0.3489;21.7;39.6;45.6;0
160;0.3496;21.7;39.6;45.6;0
161;0.3488;21.8;39.6;45.6;0
162;0.3479;21.8;39.6;45.5;0
163;0.3482;21.7;39.6;45.5;0
164;0.3473;21.8;39.7;45.5;0
165;0.3475;21.7;39.7;45.5;0
166;0.3501;21.8;39.6;45.5;0
167;0.3489;21.8;39.6;45.5;0
168;0.3512;21.7;39.6;45.5;0
169;0.3518;21.7;39.5;45.4;0
170;0.3527;21.6;39.5;45.5;0
171;0.3516;21.7;39.5;45.4;0
172;0.3515;21.7;39.5;45.5;0
173;0.3515;21.7;39.5;45.5;0
174;0.3514;21.7;39.5;45.5;0
175;0.3505;21.7;39.5;45.5;0
176;0.3492;21.7;39.5;45.4;0
177;0.3486;21.6;39.5;45.4;0
178;0.3485;21.5;39.5;45.4;0
179;0.3491;21.6;39.4;45.3;0
180;0.3485;21.6;39.4;45.3;0
181;0.3487;21.6;39.4;45.3;0
182;0.3498;21.6;39.4;45.4;0
183;0.3477;21.6;39.4;45.3;0
184;0.3468;21.5;39.4;45.3;0
185;0.3461;21.6;39.4;45.1;0
186;0.3475;21.5;39.4;45.2;0
187;0.3469;21.5;39.4;45.2;0
188;0.3472;21.5;39.4;45.2;0
189;0.346;21.5;39.4;45.0;0
190;0.3472;21.5;39.4;45.0;0
191;0.3467;21.5;39.4;45.1;0
192;0.3469;21.6;39.4;45.2;0
193;0.3494;21.6;39.4;44.9;0
194;0.3521;21.6;39.4;45.1;0
195;0.3507;21.6;39.3;45.2;0
196;0.3471;21.6;39.3;44.9;0
197;0.3478;21.6;39.3;44.9;0
198;0.3469;21.5;39.3;45.1;0
199;0.3477;21.5;39.3;45.1;0
200;0.3452;21.5;39.3;45.1;0
201;0.3455;21.4;39.3;44.9;0
202;0.3448;21.4;39.3;44.9;0
203;0.344;21.4;39.3;44.8;0
204;0.3444;21.4;39.2;44.8;0
205;0.3428;21.5;39.2;44.8;0
206;0.3434;21.5;39.2;44.9;0
207;0.3439;21.5;39.2;45.0;0
208;0.3446;21.5;39.2;44.8;0
209;0.3459;21.5;39.2;44.7;0
210;0.3455;21.5;39.2;44.7;0
211;0.346;21.5;39.2;44.7;0
212;0.3459;21.3;39.2;44.7;0
213;0.3464;21.3;39.2;44.7;0
214;0.3475;21.3;39.0;44.7;0
215;0.3503;21.3;39.0;44.9;0
216;0.3498;21.3;39.1;44.7;0
217;0.3491;21.3;39.0;44.9;0
218;0.3477;21.3;39.1;44.8;0
219;0.3483;21.3;39.1;44.7;0
220;0.348;21.3;39.0;44.9;0
221;0.3486;21.3;39.0;44.7;0
222;0.348;21.2;38.9;44.7;0
223;0.3463;21.2;38.9;44.8;0
224;0.3477;21.2;38.9;44.7;0
225;0.347;21.2;39.0;44.6;0
226;0.3477;21.2;39.0;44.7;0
227;0.3446;21.2;38.9;44.6;0
228;0.3441;21.2;38.9;44.6;0
229;0.3464;21.1;38.9;44.7;0
230;0.3469;21.1;38.9;44.6;0
231;0.3459;21.1;38.9;44.6;0
232;0.3458;21.1;38.9;44.6;0
233;0.345;21.1;38.8;44.6;0
234;0.3443;21.1;38.8;44.6;0
235;0.3456;21.1;38.8;44.6;0
236;0.3474;21.1;38.8;44.5;0
237;0.3486;21.1;38.8;44.6;0
238;0.3475;21.1;38.8;44.5;0
239;0.3485;21.1;38.8;44.6;0
240;0.3499;21.1;38.8;44.5;0
241;0.3515;21.1;38.8;44.5;0
242;0.3529;21.1;38.8;44.6;0
243;0.3528;21.1;38.7;44.5;0
244;0.3536;21.1;38.6;44.6;0
245;0.3542;21.1;38.7;44.7;0
246;0.3537;21.0;38.7;44.6;0
247;0.3541;21.0;38.7;44.6;0
248;0.3549;21.0;38.7;44.6;0
249;0.356;20.9;38.7;44.6;0
250;0.3545;20.9;38.7;44.7;0
251;0.3561;20.9;38.7;44.6;0
252;0.3591;20.9;38.7;44.6;0
253;0.3565;20.9;38.7;44.9;0
254;0.3555;20.9;38.7;44.8;0
255;0.3554;21.0;38.7;44.7;0
256;0.3563;20.9;38.7;44.9;0
257;0.3583;20.9;38.7;44.8;0
258;0.3571;21.0;38.7;45.0;0
259;0.3564;21.1;38.7;44.8;0
260;0.3566;21.1;38.7;44.9;0
261;0.3559;21.1;38.7;44.8;0
262;0.3574;21.1;38.6;44.7;0
263;0.3586;21.1;38.7;44.7;0
264;0.3585;21.1;38.5;44.8;0
265;0.3598;21.1;38.6;44.9;0
266;0.3598;21.1;38.6;44.9;0
267;0.3602;21.1;38.6;44.8;0
268;0.3614;21.1;38.6;44.8;0
269;0.3593;21.1;38.5;44.9;0
270;0.3615;21.1;38.5;44.8;0
271;0.3605;21.1;38.6;45.0;0
272;0.3607;21.1;38.5;44.8;0
273;0.3626;21.1;38.6;44.8;0
274;0.364;21.1;38.6;44.8;0
275;0.3639;21.1;38.6;45.0;0
276;0.3637;21.1;38.6;45.0;0
277;0.3631;21.1;38.6;44.9;0
278;0.3611;21.1;38.6;44.9;0
279;0.3594;21.1;38.6;44.8;0
280;0.3589;21.1;38.6;45.1;0
281;0.3594;21.2;38.6;44.8;0
282;0.3586;21.2;38.6;45.0;0
283;0.3584;21.2;38.6;44.8;0
284;0.3578;21.2;38.6;44.8;0
285;0.3582;21.2;38.6;45.0;0
286;0.3589;21.2;38.6;44.8;0
287;0.3597;21.2;38.6;44.9;0
288;0.362;21.2;38.6;44.8;0
289;0.3635;21.2;38.6;45.0;0
290;0.3628;21.2;38.6;44.8;0
291;0.3644;21.2;38.6;44.8;0
292;0.3642;21.2;38.6;44.9;0
293;0.3641;21.2;38.6;44.9;0
294;0.3649;21.2;38.6;45.1;0
295;0.366;21.2;38.6;45.2;0
296;0.3673;21.2;38.6;45.1;0
297;0.3686;21.2;38.6;45.1;0
298;0.3664;21.2;38.5;45.0;0
299;0.3657;21.2;38.5;45.1;0
300;0.3667;21.2;38.6;45.2;0
301;0.369;21.2;38.6;45.2;0
302;0.37;21.2;38.6;45.2;0
303;0.3714;21.2;38.6;45.2;0
304;0.3721;21.2;38.6;45.2;0
305;0.3724;21.2;38.6;45.0;0
306;0.3714;21.2;38.6;45.2;0
307;0.3757;21.2;38.5;45.3;0
308;0.3758;21.2;38.6;45.4;0
309;0.3769;21.2;38.5;45.5;0
310;0.376;21.2;38.5;45.4;0
311;0.378;21.2;38.5;45.5;0
312;0.3769;21.2;38.5;45.5;0
313;0.3772;21.2;38.5;45.5;0
314;0.3786;21.2;38.5;45.5;0
315;0.3779;21.2;38.6;45.6;0
316;0.3798;21.2;38.5;45.6;0
317;0.3801;21.2;38.5;45.6;0
318;0.3805;21.2;38.5;45.7;0
319;0.3821;21.2;38.5;45.7;0
320;0.3831;21.2;38.5;45.8;0
321;0.3831;21.2;38.4;45.7;0
322;0.3824;21.2;38.4;45.8;0
323;0.3835;21.2;38.4;45.8;0
324;0.3842;21.2;38.4;45.8;0
325;0.3849;21.2;38.4;45.9;0
326;0.3872;21.2;38.5;45.9;0
327;0.3871;21.3;38.5;45.9;0
328;0.3853;21.3;38.5;45.9;0
329;0.3868;21.2;38.5;45.9;0
330;0.3863;21.2;38.5;46.0;0
331;0.3887;21.2;38.5;45.9;0
332;0.3879;21.2;38.5;46.0;0
333;0.3903;21.2;38.5;46.0;0
334;0.3902;21.2;38.5;46.1;0
335;0.3934;21.2;38.6;46.1;0
336;0.3976;21.2;38.5;46.2;0
337;0.397;21.2;38.6;46.1;0
338;0.4006;21.2;38.6;46.3;0
339;0.4012;21.2;38.6;46.4;0
340;0.4015;21.2;38.6;46.4;0
341;0.4037;21.1;38.6;46.4;0
342;0.4026;21.1;38.6;46.3;0
343;0.4044;21.1;38.6;46.5;0
344;0.4068;21.1;38.6;46.5;0
345;0.4061;21.1;38.6;46.5;0
346;0.4075;21.1;38.6;46.6;0
347;0.411;21.1;38.6;46.6;0
348;0.4078;21.2;38.6;46.7;0
349;0.4112;21.2;38.6;46.7;0
350;0.4107;21.2;38.6;46.8;0
351;0.4118;21.2;38.6;46.9;0
352;0.4127;21.2;38.6;46.9;0
353;0.4116;21.2;38.6;46.9;0
354;0.4125;21.2;38.6;47.0;0
355;0.4172;21.2;38.6;47.0;0
356;0.4192;21.3;38.6;47.0;0
357;0.4209;21.3;38.6;47.1;0
358;0.4199;21.3;38.6;47.2;0
359;0.4209;21.3;38.6;47.3;0
360;0.4203;21.3;38.6;47.2;0
361;0.424;21.3;38.6;47.4;0
362;0.4253;21.3;38.5;47.4;0
363;0.4277;21.3;38.5;47.4;0
364;0.4291;21.4;38.5;47.5;0
365;0.4278;21.3;38.5;47.6;0
366;0.4301;21.3;38.5;47.5;0
367;0.4313;21.3;38.6;47.6;0
368;0.4314;21.3;38.6;47.7;0
369;0.43;21.3;38.6;47.7;0
370;0.4303;21.3;38.7;47.7;0
371;0.43;21.3;38.7;47.8;0
372;0.4315;21.3;38.7;47.7;0
373;0.4345;21.3;38.7;47.8;0
374;0.4356;21.3;38.7;47.9;0
375;0.4372;21.4;38.7;47.9;0
376;0.436;21.4;38.7;47.9;0
377;0.4371;21.4;38.7;48.0;0
378;0.4367;21.4;38.7;48.0;0
379;0.4375;21.3;38.8;48.1;0
380;0.4387;21.3;38.8;48.1;0
381;0.438;21.4;38.8;48.1;0
382;0.4401;21.3;38.8;48.1;0
383;0.4409;21.3;38.8;48.2;0
384;0.4401;21.3;38.8;48.3;0
385;0.4396;21.3;38.8;48.3;0
386;0.4414;21.3;38.8;48.3;0
387;0.4428;21.3;38.8;48.3;0
388;0.4443;21.3;38.8;48.6;0
389;0.4435;21.3;38.8;48.6;0
390;0.4439;21.3;38.9;48.6;0
391;0.4455;21.3;38.9;48.7;0
392;0.447;21.3;38.9;48.8;0
393;0.4476;21.3;39.0;48.7;0
394;0.4454;21.4;39.0;48.8;0
395;0.4498;21.4;38.9;48.8;0
396;0.4515;21.4;38.9;48.8;0
397;0.4515;21.4;39.0;48.6;0
398;0.453;21.4;38.9;48.8;0
399;0.4549;21.4;39.0;48.9;0
400;0.4547;21.5;39.0;49.0;0
401;0.4552;21.5;39.1;49.0;0
402;0.4544;21.5;39.0;49.1;0
403;0.4557;21.6;39.1;49.1;0
404;0.4553;21.6;39.1;49.2;0
405;0.4551;21.6;39.2;49.2;0
406;0.4543;21.6;39.2;49.3;0
407;0.4557;21.6;39.2;49.3;0
408;0.4562;21.6;39.2;49.2;0
409;0.4579;21.6;39.2;49.4;0
410;0.4595;21.5;39.1;49.4;0
411;0.4609;21.6;39.2;49.4;0
412;0.4577;21.7;39.3;49.5;0
413;0.4574;21.6;39.3;49.6;0
414;0.461;21.7;39.3;49.6;0
415;0.4611;21.7;39.3;49.7;0
416;0.4616;21.7;39.3;49.7;0
417;0.463;21.7;39.4;49.8;0
418;0.462;21.7;39.4;49.9;0
419;0.4649;21.7;39.4;49.9;0
420;0.4675;21.7;39.4;49.9;0
421;0.4704;21.7;39.4;50.0;0
422;0.4676;21.7;39.4;50.0;0
423;0.4701;21.7;39.5;50.1;0
424;0.4705;21.7;39.6;50.1;0
425;0.4689;21.7;39.5;50.2;0
426;0.4677;21.7;39.5;50.3;0
427;0.471;21.6;39.5;50.3;0
428;0.4699;21.6;39.5;50.4;0
429;0.4715;21.6;39.5;50.4;0
430;0.4718;21.6;39.5;50.5;0
431;0.4707;21.5;39.5;50.6;0
432;0.4733;21.6;39.6;50.5;0
433;0.4734;21.6;39.6;50.6;0
434;0.4711;21.6;39.6;50.5;0
435;0.4696;21.6;39.6;50.6;0
436;0.473;21.7;39.7;50.6;0
437;0.4754;21.7;39.7;50.7;0
438;0.4762;21.7;39.7;50.7;0
439;0.4769;21.7;39.7;50.8;0
440;0.4769;21.7;39.7;50.8;0
441;0.4777;21.8;39.8;50.8;0
442;0.4791;21.8;39.9;50.8;0
443;0.4769;21.8;39.9;50.8;0
444;0.4781;21.8;39.9;50.9;0
445;0.4766;21.8;39.9;50.9;0
446;0.4777;21.9;40.0;50.9;0
447;0.4763;21.9;40.0;50.9;0
448;0.4745;22.0;40.0;51.0;0
449;0.4764;22.1;40.0;51.0;0
450;0.4735;22.0;40.1;51.0;0
451;0.4762;22.1;40.1;51.0;0
452;0.4742;22.2;40.1;51.0;0
453;0.4768;22.2;40.1;51.1;0
454;0.4761;22.2;40.1;51.0;0
455;0.4755;22.3;40.1;51.1;0
456;0.4754;22.3;40.2;51.1;0
457;0.4755;22.3;40.3;51.1;0
458;0.4777;22.3;40.2;51.1;0
459;0.478;22.3;40.2;51.2;0
460;0.4755;22.2;40.2;51.1;0
461;0.4761;22.2;40.2;51.2;0
462;0.4787;22.1;40.2;51.2;0
463;0.4785;22.1;40.3;51.3;0
464;0.4795;22.1;40.2;51.4;0
465;0.4797;22.1;40.3;51.4;0
466;0.4789;22.1;40.4;51.5;0
467;0.4774;21.9;40.4;51.5;0
468;0.479;21.9;40.4;51.7;0
469;0.4801;21.9;40.4;51.9;0
470;0.4812;21.7;40.4;51.9;0
471;0.4804;21.8;40.4;51.9;0
472;0.4815;21.8;40.4;51.9;0
473;0.4824;21.7;40.4;52.0;0
474;0.4824;21.7;40.4;52.0;0
475;0.4802;21.7;40.4;52.0;0
476;0.473;21.6;40.4;52.0;0
477;0.4751;21.6;40.4;52.0;0
478;0.4794;21.6;40.4;52.1;0
479;0.4797;21.6;40.5;52.0;0
480;0.4791;21.6;40.5;52.0;0
481;0.483;21.6;40.5;52.0;0
482;0.4823;21.6;40.5;52.0;0
483;0.4818;21.6;40.5;51.9;0
484;0.482;21.6;40.6;52.1;0
485;0.4809;21.6;40.6;52.2;0
486;0.4825;21.6;40.6;52.2;0
487;0.4827;21.6;40.6;52.2;0
488;0.483;21.6;40.6;52.3;0
489;0.4804;21.6;40.7;52.3;0
490;0.4812;21.6;40.7;52.3;0
491;0.4814;21.6;40.8;52.3;0
492;0.4812;21.6;40.7;52.3;0
493;0.4825;21.6;40.7;52.3;0
494;0.4824;21.7;40.7;52.3;0
495;0.4812;21.7;40.7;52.3;0
496;0.4837;21.7;40.8;52.3;0
497;0.4815;21.7;40.9;52.4;0
498;0.4808;21.7;40.9;52.3;0
499;0.4847;21.7;40.9;52.4;0
500;0.4857;21.8;40.8;52.4;0
501;0.4856;21.8;40.8;52.5;0
502;0.4876;21.8;41.0;52.5;0
503;0.4868;21.8;41.0;52.5;0
504;0.4863;21.8;41.0;52.5;0
505;0.4866;21.8;41.0;52.5;0
506;0.4869;21.9;41.0;52.5;0
507;0.487;21.9;41.0;52.5;0
508;0.488;21.9;41.1;52.6;0
509;0.488;21.9;41.1;52.6;0
510;0.4882;21.9;41.1;52.5;0
511;0.4892;21.9;41.1;52.6;0
512;0.4901;22.0;41.1;52.6;0
513;0.4883;22.0;41.2;52.7;0
514;0.49;22.0;41.2;52.7;0
515;0.4896;22.0;41.2;52.7;0
516;0.4893;22.0;41.2;52.7;0
517;0.4897;22.1;41.2;52.8;0
518;0.4887;22.1;41.2;52.8;0
519;0.4865;22.2;41.3;52.8;0
520;0.4897;22.1;41.4;52.8;0
521;0.4902;22.3;41.3;52.8;0
522;0.4906;22.3;41.4;52.8;0
523;0.4898;22.4;41.5;52.9;0
524;0.489;22.5;41.5;52.9;0
525;0.4909;22.5;41.5;52.9;0
526;0.4906;22.5;41.5;52.9;0
527;0.4898;22.7;41.6;53.0;0
528;0.4938;22.7;41.6;53.1;0
529;0.4919;22.8;41.6;53.1;0
530;0.4911;22.7;41.6;53.1;0
531;0.49;22.9;41.7;53.1;0
532;0.4907;22.9;41.7;53.1;0
533;0.6788;22.9;41.7;53.1;0
534;0.678;23.0;41.6;54.7;0
535;0.6774;23.0;41.8;56.1;0
536;0.6781;23.0;41.8;57.6;0
537;0.6792;23.0;41.8;58.7;0
538;0.6775;23.0;41.8;59.9;0
539;0.6738;23.1;41.9;60.6;0
540;0.6791;23.1;42.0;61.3;0
541;0.6798;23.1;41.9;62.0;0
542;0.6798;23.1;42.0;62.7;0
543;0.6789;23.1;42.1;63.2;0
544;0.6811;23.1;42.1;63.6;0
545;0.5164;23.1;42.2;63.5;0
546;0.5196;23.1;42.2;62.2;0
547;0.5227;23.1;42.3;61.3;0
548;0.5192;23.1;42.4;60.5;0
549;0.5197;23.2;42.4;60.0;0
550;0.5202;23.2;42.6;59.5;0
551;0.5218;23.2;42.5;59.0;0
552;0.5183;23.2;42.7;58.6;0
553;0.5169;23.3;42.7;58.3;0
554;0.5202;23.3;42.8;58.2;0
555;0.5207;23.4;42.8;58.0;0
556;0.5215;23.5;42.9;57.9;0
557;0.5225;23.5;42.9;57.8;0
558;0.5217;23.5;43.1;57.7;0
559;0.5229;23.6;43.1;57.7;0
560;0.5206;23.6;43.2;57.6;0
561;0.5212;23.7;43.2;57.5;0
562;0.5225;23.7;43.2;57.5;0
563;0.5233;23.9;43.3;57.5;0
564;0.527;23.9;43.3;57.5;0
565;0.5255;24.0;43.3;57.5;0
566;0.5256;23.9;43.4;57.5;0
567;0.5264;24.1;43.4;57.5;0
568;0.5226;24.1;43.5;57.4;0
569;0.5238;24.1;43.5;57.4;0
570;0.5256;24.2;43.5;57.3;0
571;0.5229;24.2;43.6;57.3;0
572;0.5275;24.2;43.6;57.3;0
573;0.5246;24.3;43.6;57.3;0
574;0.5297;24.3;43.7;57.3;0
575;0.5278;24.4;43.8;57.3;0
576;0.5255;24.4;43.8;57.4;0
577;0.525;24.4;43.8;57.3;0
578;0.526;24.4;43.8;57.3;0
579;0.5242;24.4;43.9;57.3;0
580;0.5278;24.5;43.8;57.3;0
581;0.526;24.5;43.9;57.3;0
582;0.5265;24.5;44.1;57.4;0
583;0.5261;24.7;44.0;57.4;0
584;0.5265;24.7;44.0;57.4;0
585;0.5249;24.7;44.0;57.5;0
586;0.5306;24.7;44.0;57.4;0
587;0.5269;24.7;44.0;57.5;0
588;0.5278;24.7;44.1;57.5;0
589;0.5273;24.6;44.1;57.5;0
590;0.5271;24.5;44.1;57.5;0
591;0.5281;24.5;44.1;57.5;0
592;0.5289;24.5;44.3;57.6;0
593;0.527;24.5;44.3;57.7;0
594;0.5265;24.5;44.3;57.7;0
595;0.5291;24.6;44.3;57.8;0
596;0.5336;24.7;44.2;57.8;0
597;0.5319;24.7;44.3;57.8;0
598;0.5281;24.7;44.4;57.9;0
599;0.5287;24.6;44.4;57.9;0
600;0.532;24.7;44.3;57.9;0
601;0.5327;24.7;44.4;58.0;0
602;0.532;24.8;44.5;58.0;0
603;0.5312;24.7;44.5;58.1;0
604;0.5295;24.8;44.5;58.2;0
605;0.5311;24.7;44.5;58.1;0
606;0.5314;24.7;44.5;58.2;0
607;0.5306;24.8;44.5;58.2;0
608;0.5317;24.8;44.6;58.2;0
609;0.5317;24.8;44.6;58.3;0
610;0.5294;24.7;44.6;58.3;0
611;0.5317;24.7;44.6;58.3;0
612;0.5318;24.8;44.7;58.3;0
613;0.5316;24.7;44.7;58.4;0
614;0.5323;24.8;44.7;58.4;0
615;0.5351;24.8;44.9;58.4;0
616;0.5342;24.7;44.8;58.5;0
617;0.5359;24.9;44.9;58.5;0
618;0.5366;24.9;44.9;58.6;0
619;0.5365;24.9;45.0;58.6;0
620;0.537;25.0;45.0;58.6;0
621;0.5368;25.1;45.0;58.7;0
622;0.5398;25.0;45.0;58.7;0
623;0.5369;25.0;45.1;58.8;0
624;0.5369;25.2;45.1;58.7;0
625;0.5371;25.2;45.1;58.8;0
626;0.5351;25.1;45.1;58.9;0
627;0.5359;25.1;45.2;58.9;0
628;0.5333;25.1;45.2;58.9;0
629;0.5355;25.3;45.2;58.9;0
630;0.5333;25.2;45.3;59.0;0
631;0.5328;25.3;45.4;59.1;0
632;0.5328;25.2;45.4;59.1;0
633;0.5348;25.4;45.4;59.1;0
634;0.536;25.3;45.5;59.1;0
635;0.5361;25.4;45.4;59.1;0
636;0.5378;25.4;45.5;59.2;0
637;0.5363;25.4;45.6;59.2;0
638;0.5358;25.5;45.6;59.3;0
639;0.537;25.5;45.6;59.3;0
640;0.5369;25.5;45.6;59.3;0
641;0.5391;25.6;45.7;59.3;0
642;0.54;25.6;45.8;59.4;0
643;0.5389;25.7;45.7;59.6;0
644;0.5382;25.7;45.7;59.4;0
645;0.5407;25.7;45.8;59.5;0
646;0.5417;25.7;45.8;59.6;0
647;0.5408;25.8;45.8;59.7;0
648;0.5419;25.8;45.9;59.7;0
649;0.5409;25.9;46.0;59.8;0
650;0.5415;25.8;46.0;59.8;0
651;0.542;25.9;46.0;59.9;0
652;0.5396;26.0;45.9;59.9;0
653;0.5418;26.0;46.1;59.8;0
654;0.5413;26.0;46.1;60.1;0
655;0.5404;26.1;46.1;60.1;0
656;0.5426;26.1;46.1;60.1;0
657;0.5436;26.1;46.2;60.2;0
658;0.5406;26.2;46.2;60.2;0
659;0.5448;26.2;46.2;60.2;0
660;0.5438;26.2;46.2;60.3;0
661;0.5433;26.2;46.3;60.3;0
662;0.5459;26.3;46.3;60.3;0
663;0.5462;26.4;46.4;60.4;0
664;0.5473;26.3;46.5;60.5;0
665;0.5455;26.3;46.5;60.6;0
666;0.5498;26.4;46.5;60.5;0
667;0.545;26.5;46.5;60.6;0
668;0.5475;26.5;46.6;60.7;0
