t;K;theta_a;theta_o;theta_h;ll
3148;0.3776;24.6;41.8;47.8;1
3149;0.3776;24.6;41.7;47.8;1
3150;0.3767;24.7;41.7;47.8;1
3151;0.3769;24.8;41.7;47.8;1
3152;0.3733;24.8;41.8;47.8;1
3153;0.3728;24.8;41.8;47.8;1
3154;0.374;24.8;41.8;47.8;1
3155;0.3759;24.8;41.9;47.7;1
3156;0.3729;24.7;41.9;47.8;1
3157;0.3747;24.7;41.9;47.8;1
3158;0.3749;24.7;41.8;47.9;1
3159;0.3758;24.7;41.9;47.9;1
3160;0.3764;24.8;41.8;47.8;1
3161;0.3741;24.8;41.8;47.9;1
3162;0.3736;24.8;41.8;47.8;1
3163;0.3725;24.8;41.8;47.8;1
3164;0.3703;24.8;41.8;47.8;1
3165;0.3722;24.7;41.8;47.8;1
3166;0.3717;24.8;41.8;47.8;1
3167;0.3719;24.8;41.8;47.8;1
3168;0.3713;24.8;41.9;47.8;1
3169;0.3726;24.8;41.8;47.8;1
3170;0.3737;24.8;41.7;47.8;1
3171;0.3732;24.8;41.7;47.8;1
3172;0.3726;24.7;41.7;47.8;1
3173;0.3701;24.7;41.7;47.8;1
3174;0.3663;24.7;41.7;47.7;1
3175;0.3698;24.8;41.7;47.7;1
3176;0.3701;24.8;41.7;47.7;1
3177;0.3723;24.8;41.7;47.7;1
3178;0.3721;24.8;41.7;47.7;1
3179;0.3747;24.8;41.7;47.7;1
3180;0.3741;24.8;41.6;47.7;1
3181;0.3741;24.7;41.6;47.7;1
3182;0.375;24.7;41.6;47.7;1
3183;0.3732;24.7;41.6;47.6;1
3184;0.3724;24.6;41.6;47.7;1
3185;0.373;24.6;41.6;47.7;1
3186;0.3729;24.6;41.7;47.7;1
3187;0.3721;24.7;41.6;47.7;1
3188;0.371;24.7;41.6;47.6;1
3189;0.3707;24.7;41.5;47.6;1
3190;0.3744;24.7;41.5;47.6;1
3191;0.3716;24.6;41.5;47.6;1
3192;0.3714;24.5;41.5;47.6;1
3193;0.3714;24.5;41.5;47.6;1
3194;0.3723;24.4;41.5;47.6;1
3195;0.3701;24.5;41.4;47.6;1
3196;0.3734;24.3;41.4;47.6;1
3197;0.3728;24.3;41.4;47.6;1
3198;0.3711;24.3;41.4;47.5;1
3199;0.3725;24.3;41.4;47.5;1
3200;0.3734;24.2;41.3;47.5;1
3201;0.3728;24.2;41.3;47.5;1
3202;0.373;24.2;41.4;47.5;1
3203;0.3708;24.2;41.3;47.5;1
3204;0.369;24.2;41.3;47.5;1
3205;0.3726;24.2;41.3;47.5;1
3206;0.3716;24.0;41.3;47.5;1
3207;0.3731;24.1;41.3;47.5;1
3208;0.3705;24.1;41.3;47.6;1
3209;0.3671;24.0;41.3;47.5;1
3210;0.3661;24.0;41.3;47.4;1
3211;0.3643;24.0;41.3;47.4;1
3212;0.3635;24.0;41.3;47.4;1
3213;0.3663;24.0;41.2;47.4;1
3214;0.366;24.0;41.2;47.4;1
3215;0.3657;24.0;41.2;47.4;1
3216;0.3676;24.0;41.2;47.3;1
3217;0.3659;24.0;41.2;47.3;1
3218;0.3649;24.0;41.2;47.3;1
3219;0.3637;24.0;41.2;47.3;1
3220;0.3632;23.9;41.2;47.3;1
3221;0.3626;23.9;41.1;47.3;1
3222;0.3632;23.7;41.2;47.2;1
3223;0.3629;23.7;41.2;47.2;1
3224;0.3633;23.7;41.2;47.2;1
3225;0.3636;23.6;41.1;47.2;1
3226;0.3604;23.6;41.1;47.1;1
3227;0.362;23.6;41.1;47.1;1
3228;0.3641;23.6;41.1;47.1;1
3229;0.3644;23.6;41.1;47.1;1
3230;0.3625;23.6;41.1;47.1;1
3231;0.3636;23.5;41.1;47.1;1
3232;0.363;23.5;41.1;47.1;1
3233;0.3654;23.5;41.1;47.1;1
3234;0.364;23.5;41.1;47.1;1
3235;0.363;23.5;41.1;47.1;1
3236;0.3631;23.5;41.0;47.1;1
3237;0.3636;23.5;41.0;47.2;1
3238;0.362;23.4;41.0;47.1;1
3239;0.3625;23.4;41.0;47.1;1
3240;0.3592;23.4;41.0;47.0;1
3241;0.3621;23.4;41.0;47.0;1
3242;0.3588;23.3;41.0;47.0;1
3243;0.3596;23.3;41.0;47.0;1
3244;0.3626;23.4;40.9;47.0;1
3245;0.3642;23.4;40.9;47.0;1
3246;0.3615;23.3;40.8;47.1;1
3247;0.3628;23.3;40.9;47.0;1
3248;0.3638;23.3;40.9;47.0;1
3249;0.3622;23.2;40.9;47.0;1
3250;0.3625;23.2;40.9;47.0;1
3251;0.3639;23.2;40.9;47.0;1
3252;0.3647;23.2;40.8;47.0;1
3253;0.3635;23.2;40.9;47.1;1
3254;0.3625;23.2;40.8;47.0;1
3255;0.3627;23.3;40.7;47.0;1
3256;0.3636;23.2;40.8;47.1;1
3257;0.3615;23.2;40.8;47.1;1
3258;0.362;23.1;40.8;47.0;1
3259;0.3624;23.1;40.7;47.1;1
3260;0.3632;23.2;40.8;47.1;1
3261;0.3647;23.2;40.8;47.0;1
3262;0.3646;23.1;40.8;47.1;1
3263;0.3658;23.1;40.8;47.0;1
3264;0.3659;23.1;40.7;47.1;1
3265;0.3654;23.0;40.7;47.1;1
3266;0.3665;23.0;40.8;47.1;1
3267;0.3661;23.0;40.7;47.1;1
3268;0.3631;23.0;40.7;47.1;1
3269;0.3637;22.9;40.7;47.0;1
3270;0.3656;22.9;40.6;47.0;1
3271;0.3647;22.8;40.6;47.0;1
3272;0.3679;22.9;40.6;47.0;1
3273;0.3673;22.8;40.6;47.1;1
3274;0.3684;22.8;40.6;47.1;1
3275;0.3681;22.8;40.7;47.1;1
3276;0.3662;22.9;40.7;47.1;1
3277;0.3655;22.8;40.6;47.1;1
3278;0.3672;22.9;40.6;47.1;1
3279;0.3654;22.9;40.5;47.0;1
3280;0.3638;22.9;40.5;47.1;1
3281;0.3643;22.9;40.5;47.0;1
3282;0.3653;22.9;40.6;47.0;1
3283;0.3629;22.9;40.5;47.0;1
3284;0.361;22.9;40.5;47.0;1
3285;0.3636;22.9;40.5;47.0;1
3286;0.3646;22.8;40.5;47.0;1
3287;0.3649;22.8;40.5;47.0;1
3288;0.3659;22.7;40.5;47.0;1
3289;0.3642;22.7;40.5;47.0;1
3290;0.3638;22.7;40.4;47.0;1
3291;0.3637;22.7;40.4;47.0;1
3292;0.3621;22.7;40.4;47.0;1
3293;0.3638;22.8;40.3;47.0;1
3294;0.3647;22.8;40.4;47.0;1
3295;0.3622;22.6;40.4;46.9;1
3296;0.3625;22.7;40.4;46.9;1
3297;0.3631;22.6;40.4;47.0;1
3298;0.3633;22.7;40.4;47.0;1
3299;0.3615;22.7;40.4;47.0;1
3300;0.3615;22.6;40.3;46.9;1
3301;0.3628;22.6;40.3;47.0;1
3302;0.3628;22.5;40.3;46.9;1
3303;0.3598;22.5;40.3;46.9;1
3304;0.3609;22.5;40.3;46.9;1
3305;0.36;22.5;40.2;46.8;1
3306;0.3597;22.5;40.2;46.9;1
3307;0.3584;22.5;40.2;46.8;1
3308;0.358;22.5;40.2;46.8;1
3309;0.3567;22.5;40.3;46.7;1
3310;0.3575;22.5;40.2;46.8;1
3311;0.3579;22.5;40.3;46.8;1
3312;0.3587;22.4;40.3;46.7;1
3313;0.3589;22.5;40.2;46.6;1
3314;0.3593;22.5;40.2;46.7;1
3315;0.3596;22.4;40.2;46.7;1
3316;0.3593;22.5;40.1;46.7;1
3317;0.3596;22.4;40.1;46.6;1
3318;0.3588;22.4;40.1;46.6;1
3319;0.3559;22.3;40.1;46.6;1
3320;0.3555;22.3;40.1;46.6;1
3321;0.3567;22.3;40.1;46.5;1
3322;0.3564;22.3;40.1;46.5;1
3323;0.3551;22.3;40.1;46.4;1
3324;0.3557;22.2;40.0;46.5;1
3325;0.3561;22.2;40.0;46.4;1
3326;0.3552;22.2;40.0;46.4;1
3327;0.3551;22.2;40.0;46.4;1
3328;0.3557;22.2;40.0;46.4;1
3329;0.3558;22.2;40.0;46.3;1
3330;0.3562;22.2;40.0;46.4;1
3331;0.3549;22.2;40.0;46.3;1
3332;0.356;22.2;39.9;46.3;1
3333;0.3564;22.1;39.9;46.3;1
3334;0.3538;22.2;39.9;46.3;1
3335;0.3567;22.1;39.9;46.3;1
3336;0.3546;22.2;39.9;46.3;1
3337;0.3559;22.1;39.9;46.3;1
3338;0.3551;22.2;39.9;46.3;1
3339;0.3554;22.2;39.9;46.2;1
3340;0.3554;22.2;39.9;46.2;1
3341;0.3554;22.2;39.9;46.1;1
3342;0.3554;22.2;39.8;46.2;1
3343;0.356;22.2;39.8;46.2;1
3344;0.3544;22.2;39.8;46.1;1
3345;0.3541;22.1;39.8;46.2;1
3346;0.3534;22.1;39.8;46.1;1
3347;0.3532;22.0;39.8;46.1;1
3348;0.3518;22.0;39.8;46.1;1
3349;0.3505;22.1;39.7;46.1;1
3350;0.3504;22.1;39.7;46.1;1
3351;0.3521;22.0;39.6;46.0;1
3352;0.3511;22.1;39.6;46.0;1
3353;0.352;22.1;39.6;46.0;1
3354;0.3525;22.0;39.6;46.0;1
3355;0.3512;22.0;39.7;46.0;1
3356;0.3523;21.9;39.6;46.0;1
3357;0.3523;21.9;39.6;45.9;1
3358;0.3517;21.9;39.6;45.9;1
3359;0.3502;21.9;39.6;45.9;1
3360;0.3485;21.9;39.6;45.9;1
3361;0.3492;21.9;39.5;45.9;1
3362;0.3487;22.0;39.5;45.9;1
3363;0.3493;22.0;39.5;45.9;1
3364;0.3484;21.9;39.5;45.9;1
3365;0.3503;21.9;39.5;45.9;1
3366;0.3469;21.8;39.5;45.9;1
3367;0.3455;21.8;39.5;45.9;1
3368;0.3469;21.7;39.5;45.9;1
3369;0.3464;21.8;39.5;45.9;1
3370;0.3441;21.8;39.5;45.8;1
3371;0.3442;21.8;39.5;45.7;1
3372;0.3439;21.8;39.4;45.7;1
3373;0.3426;21.8;39.4;45.7;1
3374;0.3416;21.8;39.4;45.6;1
3375;0.3415;21.8;39.4;45.6;1
3376;0.3439;21.8;39.4;45.5;1
3377;0.3425;21.7;39.4;45.6;1
3378;0.342;21.7;39.4;45.5;1
3379;0.3402;21.6;39.4;45.5;1
3380;0.3402;21.6;39.3;45.5;1
3381;0.3396;21.7;39.3;45.4;1
3382;0.3398;21.7;39.3;45.4;1
3383;0.3399;21.6;39.3;45.4;1
3384;0.3417;21.6;39.3;45.4;1
3385;0.3418;21.6;39.3;45.3;1
3386;0.3409;21.6;39.2;45.3;1
3387;0.3406;21.6;39.2;45.3;1
3388;0.3395;21.6;39.2;45.2;1
3389;0.3379;21.6;39.1;45.3;1
3390;0.3385;21.6;39.1;45.2;1
3391;0.3387;21.6;39.2;45.2;1
3392;0.3386;21.6;39.2;45.1;1
3393;0.337;21.5;39.2;45.2;1
3394;0.3357;21.5;39.2;45.1;1
3395;0.3359;21.5;39.2;45.0;1
3396;0.3345;21.4;39.2;45.1;1
3397;0.3355;21.4;39.1;45.0;1
3398;0.333;21.5;39.1;45.1;1
3399;0.3329;21.4;39.1;44.8;1
3400;0.334;21.5;39.1;44.9;1
3401;0.3336;21.3;39.1;45.0;1
3402;0.3324;21.3;39.0;44.8;1
3403;0.3349;21.3;39.0;44.8;1
3404;0.3352;21.3;39.0;44.7;1
3405;0.3341;21.3;38.9;44.7;1
3406;0.3335;21.2;38.9;44.7;1
3407;0.333;21.2;38.9;44.7;1
3408;0.3339;21.2;38.9;44.7;1
3409;0.3319;21.2;39.0;44.6;1
3410;0.3316;21.1;38.9;44.6;1
3411;0.331;21.1;38.8;44.6;1
3412;0.331;21.1;38.8;44.7;1
3413;0.331;21.1;38.8;44.5;1
3414;0.3299;21.1;38.8;44.5;1
3415;0.3306;20.9;38.8;44.5;1
3416;0.3307;20.9;38.8;44.5;1
3417;0.3307;20.9;38.9;44.5;1
3418;0.3321;20.9;38.8;44.4;1
3419;0.3297;20.9;38.7;44.4;1
3420;0.329;20.9;38.7;44.4;1
3421;0.3289;20.9;38.6;44.3;1
3422;0.3297;20.9;38.7;44.3;1
3423;0.3301;20.9;38.7;44.3;1
3424;0.3305;20.9;38.7;44.3;1
3425;0.3297;21.0;38.7;44.3;1
3426;0.3293;20.9;38.6;44.3;1
3427;0.3303;20.9;38.6;44.2;1
3428;0.3312;20.9;38.5;44.2;1
3429;0.3302;20.9;38.5;44.2;1
3430;0.3276;20.9;38.6;44.2;1
3431;0.3295;20.9;38.6;44.2;1
3432;0.3267;20.9;38.6;44.1;1
3433;0.3266;20.9;38.5;44.1;1
3434;0.3251;21.0;38.6;44.1;1
3435;0.3249;21.0;38.6;44.0;1
3436;0.3227;21.0;38.6;44.0;1
3437;0.3233;21.1;38.6;44.0;1
3438;0.3233;21.1;38.6;43.9;1
3439;0.3228;21.1;38.6;43.9;1
3440;0.3237;21.0;38.5;43.9;1
3441;0.3235;21.0;38.4;43.9;1
3442;0.324;21.0;38.5;43.9;1
3443;0.3235;21.0;38.5;43.8;1
3444;0.3219;20.9;38.5;43.8;1
3445;0.3216;20.9;38.5;43.8;1
3446;0.3212;20.9;38.5;43.7;1
3447;0.3225;20.9;38.5;43.7;1
3448;0.3225;21.0;38.4;43.7;1
3449;0.3215;21.0;38.4;43.7;1
3450;0.3218;21.0;38.3;43.6;1
3451;0.321;21.0;38.3;43.6;1
3452;0.3226;20.9;38.3;43.5;1
3453;0.3206;20.8;38.3;43.5;1
3454;0.3221;20.8;38.3;43.5;1
3455;0.3232;20.8;38.3;43.5;1
3456;0.3215;20.8;38.3;43.5;1
3457;0.3194;20.9;38.3;43.4;1
3458;0.3196;20.8;38.3;43.5;1
3459;0.3167;20.8;38.3;43.4;1
3460;0.3186;20.8;38.3;43.4;1
3461;0.3165;20.8;38.2;43.4;1
3462;0.3152;20.9;38.3;43.4;1
3463;0.3156;20.8;38.2;43.3;1
3464;0.3175;20.8;38.1;43.3;1
3465;0.3163;20.8;38.2;43.3;1
3466;0.3172;20.8;38.2;43.2;1
3467;0.3147;20.8;38.1;43.2;1
3468;0.3154;20.8;38.1;43.2;1
3469;0.3137;20.8;38.1;43.1;1
3470;0.3139;20.7;38.1;43.1;1
3471;0.3133;20.8;38.1;43.0;1
3472;0.3149;20.8;38.1;43.0;1
3473;0.3153;20.8;38.1;43.0;1
3474;0.3159;20.7;38.0;42.9;1
3475;0.3153;20.7;38.0;42.9;1
3476;0.3152;20.7;38.0;42.9;1
3477;0.3143;20.6;37.9;42.6;1
3478;0.3134;20.6;37.9;42.8;1
3479;0.3128;20.6;38.0;42.8;1
3480;0.312;20.6;37.9;42.5;1
3481;0.3115;20.6;37.9;42.8;1
3482;0.3107;20.6;37.9;42.6;1
3483;0.3104;20.5;38.0;42.7;1
3484;0.3102;20.5;38.0;42.7;1
3485;0.3108;20.5;38.0;42.5;1
3486;0.3097;20.5;37.9;42.4;1
3487;0.3092;20.4;37.9;42.4;1
3488;0.3066;20.4;37.9;42.3;1
3489;0.3074;20.4;37.9;42.3;1
3490;0.3089;20.4;37.9;42.5;1
3491;0.3096;20.4;37.8;42.5;1
3492;0.3098;20.4;37.8;42.5;1
3493;0.3088;20.5;37.8;42.3;1
3494;0.31;20.5;37.8;42.2;1
3495;0.3114;20.5;37.8;42.2;1
3496;0.3119;20.5;37.7;42.2;1
3497;0.3059;20.3;37.4;42.1;1
3498;0.3042;20.1;37.3;42.0;1
3499;0.3053;20.1;37.2;41.9;1
3500;0.3047;20.0;37.2;41.9;1
3501;0.3046;19.9;37.1;41.8;1
3502;0.3061;19.8;37.1;41.8;1
3503;0.3052;19.8;37.0;41.8;1
3504;0.3058;19.8;37.0;41.8;1
3505;0.3043;19.7;37.0;41.8;1
3506;0.3038;19.6;37.0;41.8;1
3507;0.3035;19.6;36.8;41.8;1
3508;0.3035;19.5;36.9;41.7;1
3509;0.3044;19.6;36.7;41.7;1
3510;0.303;19.5;36.8;41.7;1
3511;0.3049;19.4;36.7;41.6;1
3512;0.3037;19.4;36.6;41.6;1
3513;0.3035;19.4;36.6;41.6;1
3514;0.3053;19.4;36.7;41.6;1
3515;0.3049;19.3;36.3;41.5;1
3516;0.3046;19.2;36.4;41.5;1
3517;0.3062;19.1;36.3;41.5;1
3518;0.3052;19.2;36.2;41.3;1
3519;0.3038;19.2;36.3;41.4;1
3520;0.3056;19.1;36.3;41.4;1
3521;0.3062;19.0;36.3;41.4;1
3522;0.3067;19.0;36.1;41.4;1
3523;0.3071;19.0;36.1;41.4;1
3524;0.3065;19.0;36.1;41.4;1
3525;0.3074;19.1;36.1;41.4;1
3526;0.3052;19.0;36.1;41.3;1
3527;0.3064;19.0;36.0;41.3;1
3528;0.3055;18.9;36.0;41.2;1
3529;0.3067;18.9;36.0;41.2;1
3530;0.3042;18.9;36.0;41.2;1
3531;0.3039;18.9;35.9;41.2;1
3532;0.3036;18.9;35.9;41.2;1
3533;0.3038;18.8;35.9;41.2;1
3534;0.3029;18.8;35.8;41.1;1
3535;0.3017;18.8;35.8;41.1;1
3536;0.3029;18.9;35.8;41.0;1
3537;0.301;18.8;35.8;41.0;1
3538;0.302;18.8;35.8;41.0;1
3539;0.3011;18.8;35.8;41.0;1
3540;0.3027;18.7;35.8;40.9;1
3541;0.3025;18.7;35.7;40.9;1
3542;0.299;18.7;35.7;40.9;1
3543;0.3017;18.7;35.6;40.9;1
3544;0.3014;18.7;35.6;40.9;1
3545;0.3006;18.7;35.6;40.8;1
3546;0.2991;18.7;35.6;40.6;1
3547;0.2993;18.7;35.6;40.8;1
3548;0.2983;18.7;35.6;40.6;1
3549;0.2981;18.7;35.6;40.6;1
3550;0.2992;18.7;35.5;40.6;1
3551;0.2983;18.7;35.5;40.6;1
3552;0.2972;18.7;35.5;40.5;1
3553;0.2974;18.7;35.5;40.5;1
3554;0.2966;18.7;35.5;40.5;1
3555;0.2952;18.7;35.5;40.5;1
3556;0.2963;18.7;35.5;40.5;1
3557;0.2945;18.7;35.5;40.5;1
3558;0.2967;18.7;35.5;40.4;1
3559;0.2969;18.7;35.5;40.4;1
3560;0.2976;18.7;35.4;40.4;1
3561;0.2969;18.7;35.4;40.3;1
3562;0.2959;18.7;35.4;40.3;1
3563;0.2946;18.7;35.4;40.3;1
3564;0.2957;18.7;35.4;40.1;1
3565;0.2948;18.7;35.4;40.0;1
3566;0.2952;18.7;35.3;40.0;1
3567;0.2949;18.7;35.3;40.0;1
3568;0.2962;18.7;35.3;39.9;1
3569;0.295;18.7;35.3;39.9;1
3570;0.2939;18.7;35.3;39.9;1
3571;0.2943;18.7;35.3;39.9;1
3572;0.2934;18.7;35.2;39.9;1
3573;0.2935;18.6;35.2;39.9;1
3574;0.2929;18.6;35.2;39.9;1
3575;0.295;18.6;35.2;39.8;1
3576;0.2948;18.6;35.1;39.8;1
3577;0.2951;18.6;35.2;39.8;1
3578;0.2926;18.6;35.2;39.7;1
3579;0.2936;18.6;35.2;39.7;1
3580;0.2942;18.6;35.2;39.7;1
3581;0.295;18.6;35.2;39.7;1
3582;0.294;18.5;35.2;39.7;1
3583;0.2943;18.6;35.1;39.7;1
3584;0.2946;18.6;35.1;39.7;1
3585;0.2927;18.6;35.1;39.7;1
3586;0.292;18.6;35.0;39.6;1
3587;0.2923;18.6;35.1;39.6;1
3588;0.2931;18.6;35.1;39.6;1
3589;0.291;18.6;35.1;39.6;1
3590;0.291;18.7;35.1;39.5;1
3591;0.2904;18.7;35.1;39.5;1
3592;0.2908;18.7;35.1;39.5;1
3593;0.2907;18.7;35.1;39.5;1
3594;0.2891;18.6;35.0;39.5;1
3595;0.2912;18.6;35.0;39.4;1
3596;0.2926;18.7;35.0;39.4;1
3597;0.2921;18.6;35.0;39.4;1
3598;0.291;18.7;35.0;39.4;1
3599;0.2912;18.7;35.0;39.4;1
3600;0.2917;18.7;35.0;39.4;1
3601;0.2924;18.7;34.9;39.4;1
3602;0.2925;18.7;34.9;39.3;1
3603;0.2911;18.7;35.0;39.3;1
3604;0.289;18.7;35.0;39.4;1
3605;0.2903;18.7;35.0;39.3;1
3606;0.2897;18.7;35.0;39.2;1
3607;0.2909;18.7;35.0;39.2;1
3608;0.2924;18.7;35.0;39.2;1
3609;0.2929;18.8;35.1;39.2;1
3610;0.2938;18.8;35.0;39.2;1
3611;0.2924;18.8;35.1;39.2;1
3612;0.2931;18.8;35.0;39.2;1
3613;0.2946;18.8;35.1;39.2;1
3614;0.2945;18.8;35.0;39.2;1
3615;0.295;18.8;35.0;39.2;1
3616;0.2953;18.8;35.0;39.2;1
3617;0.2926;18.8;35.0;39.2;1
3618;0.2927;18.8;35.0;39.1;1
3619;0.2898;18.9;35.0;39.2;1
3620;0.2909;18.8;35.1;39.1;1
3621;0.2894;18.9;35.0;39.1;1
3622;0.2895;18.9;35.0;39.1;1
3623;0.289;18.9;35.0;39.0;1
3624;0.2874;18.9;35.0;39.0;1
3625;0.2889;18.8;35.0;39.0;1
3626;0.288;18.8;35.1;39.0;1
3627;0.2868;18.8;35.0;39.0;1
3628;0.2896;18.8;35.0;39.0;1
3629;0.2876;18.8;35.1;38.9;1
3630;0.2864;18.8;35.2;39.0;1
3631;0.2866;18.8;35.2;38.9;1
3632;0.286;18.8;35.2;38.9;1
3633;0.2862;18.8;35.1;38.9;1
3634;0.2863;18.8;35.2;38.8;1
3635;0.2858;18.8;35.2;38.8;1
3636;0.2855;18.8;35.2;38.8;1
3637;0.2842;18.7;35.2;38.8;1
3638;0.2852;18.8;35.1;38.8;1
3639;0.287;18.8;35.1;38.8;1
3640;0.2877;18.8;35.1;38.8;1
3641;0.2863;18.8;35.1;38.8;1
3642;0.2854;18.8;35.1;38.8;1
3643;0.2848;18.8;35.1;38.7;1
3644;0.2862;18.8;35.1;38.8;1
3645;0.2865;18.8;35.2;38.7;1
3646;0.2863;18.8;35.2;38.8;1
3647;0.2852;18.8;35.1;38.7;1
3648;0.286;18.9;35.2;38.7;1
3649;0.2847;18.9;35.2;38.7;1
3650;0.2845;18.9;35.2;38.7;1
3651;0.2868;18.9;35.2;38.6;1
3652;0.2865;18.9;35.2;38.6;1
3653;0.2862;18.9;35.2;38.6;1
3654;0.287;18.9;35.2;38.6;1
3655;0.2863;18.9;35.2;38.6;1
3656;0.2854;18.9;35.2;38.6;1
3657;0.2856;18.9;35.2;38.6;1
3658;0.2849;18.9;35.2;38.6;1
3659;0.2841;19.0;35.1;38.6;1
3660;0.2865;19.0;35.0;38.5;1
3661;0.2858;18.9;35.0;38.5;1
3662;0.2859;19.0;35.0;38.6;1
3663;0.285;18.9;35.1;38.5;1
3664;0.2844;18.9;35.1;38.5;1
3665;0.2852;18.9;35.2;38.5;1
3666;0.2849;18.9;35.2;38.5;1
3667;0.2834;18.9;35.2;38.5;1
3668;0.2823;18.9;35.2;38.5;1
3669;0.2828;18.9;35.2;38.5;1
3670;0.2844;19.0;35.2;38.5;1
3671;0.2849;19.0;35.2;38.5;1
3672;0.2843;19.0;35.2;38.5;1
3673;0.2845;19.0;35.2;38.4;1
3674;0.2827;19.0;35.2;38.4;1
3675;0.2822;19.0;35.1;38.4;1
3676;0.2824;19.0;35.2;38.4;1
3677;0.2823;19.0;35.2;38.4;1
3678;0.2832;18.9;35.2;38.3;1
3679;0.2817;18.9;35.2;38.3;1
3680;0.2838;18.9;35.2;38.4;1
3681;0.2837;18.9;35.2;38.3;1
3682;0.2818;18.9;35.2;38.3;1
3683;0.2837;18.9;35.2;38.3;1
3684;0.2849;18.9;35.2;38.3;1
3685;0.2859;18.9;35.2;38.3;1
3686;0.285;18.9;35.2;38.3;1
3687;0.2858;18.9;35.1;38.3;1
3688;0.286;18.9;35.1;38.4;1
3689;0.2852;18.9;35.0;38.3;1
3690;0.2857;18.9;35.0;38.3;1
3691;0.2846;18.9;35.0;38.3;1
3692;0.2852;18.9;35.1;38.3;1
3693;0.2851;18.9;35.1;38.3;1
3694;0.2844;18.9;35.0;38.3;1
3695;0.2852;18.9;35.0;38.3;1
3696;0.2852;18.9;35.0;38.3;1
3697;0.2844;18.9;35.0;38.3;1
3698;0.2838;18.9;35.0;38.3;1
3699;0.282;18.9;35.0;38.3;1
3700;0.2839;18.9;35.0;38.3;1
3701;0.2829;18.9;34.9;38.3;1
3702;0.2826;18.9;34.9;38.2;1
3703;0.2845;18.9;34.9;38.2;1
3704;0.2841;18.9;34.9;38.2;1
3705;0.2842;18.8;34.7;38.2;1
3706;0.2854;18.8;34.8;38.2;1
3707;0.2849;18.8;34.8;38.2;1
3708;0.2843;18.8;34.8;38.2;1
3709;0.2846;18.7;34.6;38.2;1
3710;0.2825;18.7;34.7;38.1;1
3711;0.2826;18.7;34.7;38.1;1
3712;0.2797;18.7;34.7;38.1;1
3713;0.2816;18.7;34.6;38.1;1
3714;0.2826;18.7;34.5;38.1;1
3715;0.283;18.7;34.5;38.0;1
3716;0.2832;18.7;34.5;38.0;1
3717;0.2844;18.6;34.4;38.0;1
3718;0.2849;18.6;34.4;38.0;1
3719;0.2843;18.7;34.5;37.9;1
3720;0.2842;18.7;34.3;37.9;1
3721;0.2844;18.6;34.3;37.9;1
3722;0.2834;18.6;34.3;38.0;1
3723;0.2829;18.6;34.3;37.9;1
3724;0.2825;18.6;34.3;37.9;1
3725;0.2832;18.6;34.3;37.9;1
3726;0.283;18.6;34.2;37.9;1
3727;0.2843;18.7;34.2;37.9;1
3728;0.284;18.7;34.2;37.9;1
3729;0.2835;18.7;34.2;37.8;1
3730;0.2826;18.7;34.2;37.9;1
3731;0.2816;18.7;34.2;37.8;1
3732;0.283;18.7;34.2;37.8;1
3733;0.2811;18.7;34.2;37.9;1
3734;0.2831;18.7;34.2;37.9;1
3735;0.2827;18.7;34.2;37.9;1
3736;0.2828;18.7;34.2;37.8;1
3737;0.2838;18.7;34.2;37.8;1
3738;0.2845;18.7;34.2;37.8;1
3739;0.2839;18.7;34.2;37.8;1
3740;0.2841;18.7;34.2;37.8;1
3741;0.2848;18.7;34.1;37.8;1
3742;0.285;18.7;34.2;37.8;1
3743;0.2831;18.7;34.1;37.8;1
3744;0.2844;18.7;34.1;37.7;1
3745;0.2847;18.7;34.1;37.7;1
3746;0.2844;18.7;34.2;37.8;1
3747;0.2841;18.7;34.1;37.8;1
3748;0.2841;18.6;34.1;37.7;1
3749;0.2824;18.7;34.2;37.7;1
3750;0.2812;18.7;34.1;37.7;1
3751;0.2825;18.6;34.1;37.7;1
3752;0.2833;18.7;34.1;37.7;1
3753;0.2835;18.6;34.1;37.7;1
3754;0.2818;18.6;34.1;37.7;1
3755;0.2824;18.6;34.1;37.7;1
3756;0.2829;18.7;34.1;37.7;1
3757;0.2841;18.6;34.1;37.7;1
3758;0.2826;18.6;34.1;37.7;1
3759;0.2833;18.7;34.1;37.7;1
3760;0.2825;18.6;34.1;37.7;1
3761;0.283;18.6;34.1;37.7;1
3762;0.2837;18.6;34.1;37.7;1
3763;0.2834;18.6;34.1;37.6;1
3764;0.2835;18.6;34.1;37.7;1
3765;0.2854;18.6;34.1;37.7;1
3766;0.2846;18.6;34.1;37.7;1
3767;0.2843;18.6;34.1;37.7;1
3768;0.2848;18.6;34.1;37.7;1
3769;0.2846;18.6;34.2;37.7;1
3770;0.2853;18.6;34.2;37.7;1
3771;0.2857;18.6;34.1;37.6;1
3772;0.2864;18.6;34.2;37.7;1
3773;0.2857;18.6;34.2;37.7;1
3774;0.2855;18.6;34.1;37.7;1
3775;0.2845;18.6;34.2;37.7;1
3776;0.2854;18.6;34.2;37.7;1
3777;0.2849;18.6;34.2;37.7;1
3778;0.2855;18.6;34.2;37.7;1
3779;0.285;18.6;34.2;37.7;1
3780;0.2841;18.6;34.2;37.7;1
3781;0.2857;18.7;34.2;37.6;1
3782;0.2839;18.7;34.2;37.7;1
3783;0.2839;18.6;34.2;37.7;1
3784;0.2857;18.6;34.2;37.7;1
3785;0.2851;18.6;34.2;37.7;1
