t;K;theta_a;theta_o;theta_h;ll
3786;0.2839;18.6;34.2;37.7;1
3787;0.2851;18.6;34.2;37.7;1
3788;0.2834;18.6;34.2;37.7;1
3789;0.2829;18.6;34.1;37.7;1
3790;0.283;18.5;34.2;37.7;1
3791;0.2817;18.5;34.1;37.7;1
3792;0.282;18.5;34.1;37.7;1
3793;0.2841;18.5;34.1;37.7;1
3794;0.2833;18.5;34.1;37.6;1
3795;0.2831;18.5;34.1;37.6;1
3796;0.2836;18.5;34.1;37.6;1
3797;0.2838;18.5;34.1;37.6;1
3798;0.2842;18.5;34.1;37.6;1
3799;0.2836;18.5;34.1;37.7;1
3800;0.2854;18.5;34.1;37.6;1
3801;0.2855;18.5;34.1;37.6;1
3802;0.2851;18.4;34.2;37.6;1
3803;0.2847;18.5;34.1;37.7;1
3804;0.2848;18.5;34.2;37.6;1
3805;0.2842;18.5;34.1;37.7;1
3806;0.285;18.5;34.1;37.6;1
3807;0.2852;18.5;34.1;37.7;1
3808;0.2871;18.5;34.1;37.7;1
3809;0.2884;18.5;34.1;37.6;1
3810;0.2877;18.5;34.1;37.7;1
3811;0.2872;18.5;34.1;37.6;1
3812;0.2854;18.4;34.1;37.7;1
3813;0.2868;18.4;34.1;37.6;1
3814;0.2881;18.4;34.0;37.7;1
3815;0.2889;18.4;34.0;37.7;1
3816;0.2885;18.4;34.1;37.6;1
3817;0.2883;18.3;34.0;37.7;1
3818;0.2874;18.5;34.0;37.6;1
3819;0.2875;18.4;33.9;37.7;1
3820;0.2861;18.4;33.9;37.7;1
3821;0.288;18.4;33.9;37.7;1
3822;0.2893;18.4;33.9;37.7;1
3823;0.2891;18.4;33.9;37.7;1
3824;0.2892;18.4;33.9;37.7;1
3825;0.2892;18.4;33.8;37.7;1
3826;0.2889;18.3;33.8;37.7;1
3827;0.2893;18.3;33.8;37.7;1
3828;0.2879;18.2;33.9;37.7;1
3829;0.2882;18.3;33.8;37.6;1
3830;0.2877;18.3;33.8;37.6;1
3831;0.2877;18.3;33.7;37.7;1
3832;0.2876;18.2;33.7;37.6;1
3833;0.2875;18.1;33.7;37.7;1
3834;0.2882;18.2;33.7;37.6;1
3835;0.2897;18.2;33.6;37.6;1
3836;0.2891;18.2;33.6;37.6;1
3837;0.2885;18.2;33.6;37.6;1
3838;0.288;18.1;33.6;37.6;1
3839;0.288;18.0;33.6;37.6;1
3840;0.2893;18.0;33.5;37.6;1
3841;0.2896;18.0;33.5;37.6;1
3842;0.2898;18.0;33.5;37.6;1
3843;0.2894;18.0;33.6;37.6;1
3844;0.2902;17.9;33.5;37.6;1
3845;0.29;18.0;33.4;37.6;1
3846;0.2895;18.0;33.4;37.6;1
3847;0.2892;18.0;33.5;37.6;1
3848;0.2883;18.0;33.4;37.6;1
3849;0.2875;18.0;33.5;37.6;1
3850;0.2873;18.0;33.4;37.6;1
3851;0.2867;18.0;33.4;37.6;1
3852;0.2895;18.0;33.4;37.6;1
3853;0.2916;18.0;33.4;37.6;1
3854;0.2941;18.0;33.4;37.6;1
3855;0.2965;18.0;33.4;37.6;1
3856;0.2972;18.0;33.5;37.6;1
3857;0.2968;18.0;33.5;37.6;1
3858;0.2968;18.0;33.4;37.7;1
3859;0.2965;18.0;33.5;37.7;1
3860;0.298;18.0;33.4;37.7;1
3861;0.2992;18.0;33.4;37.8;1
3862;0.3006;18.0;33.5;37.8;1
3863;0.2993;18.0;33.4;37.8;1
3864;0.2998;18.0;33.4;37.9;1
3865;0.2998;18.0;33.4;37.9;1
3866;0.2974;18.0;33.5;37.9;1
3867;0.2999;18.0;33.4;37.9;1
3868;0.3009;18.0;33.5;37.9;1
3869;0.301;18.0;33.5;37.9;1
3870;0.2994;18.0;33.5;37.9;1
3871;0.2999;18.0;33.5;37.9;1
3872;0.2991;18.0;33.4;37.9;1
3873;0.2994;18.0;33.5;37.9;1
3874;0.2992;18.0;33.4;38.0;1
3875;0.2993;18.0;33.4;37.9;1
3876;0.2989;18.0;33.5;37.9;1
3877;0.2996;18.0;33.4;37.9;1
3878;0.3;18.0;33.5;37.9;1
3879;0.2983;18.0;33.4;37.9;1
3880;0.2981;18.0;33.4;37.9;1
3881;0.2989;18.0;33.4;37.9;1
3882;0.2982;18.0;33.4;37.9;1
3883;0.2979;18.0;33.4;37.9;1
3884;0.2974;18.0;33.4;37.9;1
3885;0.2974;18.0;33.3;38.0;1
3886;0.2979;18.0;33.4;37.9;1
3887;0.2989;18.0;33.4;37.9;1
3888;0.2985;18.0;33.4;37.8;1
3889;0.2986;18.0;33.4;37.9;1
3890;0.2981;18.0;33.4;37.8;1
3891;0.2988;18.0;33.4;37.8;1
3892;0.3009;18.0;33.5;37.8;1
3893;0.3009;18.0;33.4;37.9;1
3894;0.2997;18.0;33.4;37.9;1
3895;0.2986;18.0;33.4;37.9;1
3896;0.2984;18.0;33.4;37.9;1
3897;0.2992;17.9;33.4;38.0;1
3898;0.3012;18.0;33.4;37.9;1
3899;0.3011;18.0;33.5;37.8;1
3900;0.3034;17.9;33.4;37.9;1
3901;0.3048;17.9;33.4;37.9;1
3902;0.3027;18.0;33.4;37.9;1
3903;0.3036;18.0;33.5;37.9;1
3904;0.3024;18.0;33.5;38.0;1
3905;0.3026;18.0;33.5;37.9;1
3906;0.302;18.0;33.5;38.0;1
3907;0.3043;18.0;33.5;38.0;1
3908;0.3045;18.1;33.4;38.0;1
3909;0.3032;18.0;33.4;38.0;1
3910;0.304;18.0;33.4;38.0;1
3911;0.3038;18.0;33.4;38.0;1
3912;0.3047;18.0;33.4;38.0;1
3913;0.3067;18.0;33.4;38.0;1
3914;0.3074;18.0;33.5;38.1;1
3915;0.308;18.0;33.4;38.0;1
3916;0.3104;18.0;33.4;38.1;1
3917;0.3105;18.0;33.4;38.1;1
3918;0.3116;18.0;33.5;38.1;1
3919;0.3116;18.0;33.5;38.1;1
3920;0.3106;18.1;33.6;38.1;1
3921;0.3093;18.0;33.6;38.1;1
3922;0.3113;18.1;33.6;38.2;1
3923;0.3101;18.1;33.6;38.1;1
3924;0.3103;18.1;33.6;38.2;1
3925;0.3115;18.1;33.6;38.1;1
3926;0.3111;18.1;33.6;38.2;1
3927;0.3111;18.1;33.6;38.2;1
3928;0.3113;18.2;33.6;38.2;1
3929;0.3127;18.1;33.7;38.2;1
3930;0.3116;18.1;33.6;38.3;1
3931;0.3104;18.1;33.7;38.3;1
3932;0.3123;18.1;33.7;38.3;1
3933;0.3147;18.1;33.7;38.3;1
3934;0.3142;18.1;33.7;38.3;1
3935;0.3144;18.1;33.7;38.3;1
3936;0.3138;18.1;33.7;38.3;1
3937;0.3146;18.1;33.7;38.4;1
3938;0.3155;18.1;33.7;38.4;1
3939;0.3169;18.1;33.7;38.4;1
3940;0.3178;18.1;33.7;38.4;1
3941;0.3165;18.1;33.8;38.4;1
3942;0.3183;18.1;33.8;38.4;1
3943;0.3187;18.1;33.8;38.4;1
3944;0.3197;18.1;33.8;38.5;1
3945;0.32;18.0;33.8;38.5;1
3946;0.3215;18.1;33.8;38.5;1
3947;0.3215;18.1;33.8;38.5;1
3948;0.3237;18.1;33.8;38.6;1
3949;0.3218;18.1;33.8;38.6;1
3950;0.3214;18.1;33.8;38.7;1
3951;0.3197;18.1;33.8;38.7;1
3952;0.3227;18.2;33.8;38.7;1
3953;0.3217;18.2;33.9;38.6;1
3954;0.3229;18.2;33.9;38.7;1
3955;0.3215;18.2;33.9;38.7;1
3956;0.323;18.2;33.9;38.7;1
3957;0.324;18.2;33.9;38.7;1
3958;0.3247;18.2;33.9;38.8;1
3959;0.3258;18.2;33.9;38.7;1
3960;0.3268;18.2;33.9;38.8;1
3961;0.327;18.2;33.9;38.9;1
3962;0.3295;18.2;33.9;38.9;1
3963;0.3274;18.2;34.0;38.9;1
3964;0.2892;18.2;34.0;38.9;1
3965;0.2899;18.2;34.1;38.7;1
3966;0.2913;18.3;34.1;38.6;1
3967;0.2911;18.3;34.0;38.5;1
3968;0.29;18.4;34.1;38.4;1
3969;0.2909;18.4;34.1;38.4;1
3970;0.2917;18.4;34.1;38.3;1
3971;0.2919;18.4;34.1;38.3;1
3972;0.2934;18.4;34.1;38.2;1
3973;0.2951;18.4;34.1;38.2;1
3974;0.2943;18.3;34.2;38.2;1
3975;0.2944;18.5;34.2;38.2;1
3976;0.2968;18.5;34.2;38.1;1
3977;0.2977;18.5;34.2;38.2;1
3978;0.2994;18.5;34.2;38.1;1
3979;0.2981;18.5;34.2;38.1;1
3980;0.2973;18.5;34.2;38.1;1
3981;0.299;18.5;34.2;38.1;1
3982;0.2984;18.5;34.2;38.1;1
3983;0.2995;18.4;34.3;38.1;1
3984;0.3003;18.5;34.3;38.1;1
3985;0.3003;18.5;34.3;38.1;1
3986;0.2999;18.5;34.4;38.1;1
3987;0.3028;18.6;34.3;38.1;1
3988;0.3007;18.6;34.3;38.1;1
3989;0.3023;18.6;34.3;38.1;1
3990;0.301;18.6;34.3;38.1;1
3991;0.3011;18.6;34.3;38.2;1
3992;0.3012;18.6;34.3;38.1;1
3993;0.3021;18.6;34.3;38.1;1
3994;0.3013;18.6;34.4;38.2;1
3995;0.3028;18.7;34.5;38.2;1
3996;0.3038;18.7;34.4;38.1;1
3997;0.3062;18.7;34.4;38.2;1
3998;0.3059;18.7;34.4;38.2;1
3999;0.3064;18.7;34.4;38.2;1
4000;0.3084;18.7;34.4;38.2;1
4001;0.3098;18.7;34.4;38.2;1
4002;0.3069;18.7;34.4;38.3;1
4003;0.3073;18.7;34.4;38.3;1
4004;0.3067;18.7;34.4;38.3;1
4005;0.3086;18.7;34.4;38.3;1
4006;0.3093;18.7;34.4;38.3;1
4007;0.3081;18.7;34.4;38.3;1
4008;0.3078;18.7;34.4;38.4;1
4009;0.31;18.7;34.4;38.4;1
4010;0.3099;18.7;34.4;38.4;1
4011;0.3101;18.8;34.4;38.4;1
4012;0.3099;18.8;34.4;38.4;1
4013;0.3091;18.8;34.5;38.4;1
4014;0.3095;18.9;34.5;38.4;1
4015;0.3112;18.8;34.5;38.4;1
4016;0.3108;18.8;34.5;38.4;1
4017;0.3119;18.8;34.6;38.5;1
4018;0.3118;18.8;34.6;38.5;1
4019;0.3139;18.8;34.6;38.5;1
4020;0.3139;18.8;34.6;38.5;1
4021;0.3168;18.8;34.6;38.6;1
4022;0.3149;18.8;34.5;38.6;1
4023;0.3171;18.8;34.5;38.7;1
4024;0.3172;18.8;34.5;38.7;1
4025;0.3185;18.9;34.5;38.7;1
4026;0.318;18.9;34.5;38.7;1
4027;0.3155;18.9;34.5;38.8;1
4028;0.3195;19.0;34.6;38.8;1
4029;0.3192;18.9;34.6;38.8;1
4030;0.32;19.0;34.5;38.8;1
4031;0.3202;19.0;34.5;38.8;1
4032;0.3205;18.9;34.6;38.9;1
4033;0.3208;18.9;34.6;38.9;1
4034;0.3212;18.9;34.6;38.9;1
4035;0.3209;18.9;34.6;38.9;1
4036;0.3218;18.9;34.7;39.0;1
4037;0.3215;18.9;34.7;39.0;1
4038;0.3232;18.9;34.7;39.0;1
4039;0.3251;18.9;34.7;39.1;1
4040;0.3249;18.9;34.7;39.1;1
4041;0.3259;19.0;34.7;39.1;1
4042;0.3259;18.9;34.7;39.1;1
4043;0.3262;18.9;34.7;39.1;1
4044;0.3257;18.9;34.7;39.2;1
4045;0.3273;19.0;34.6;39.2;1
4046;0.3279;18.9;34.6;39.2;1
4047;0.3275;18.9;34.6;39.3;1
4048;0.3297;19.0;34.6;39.3;1
4049;0.3287;18.9;34.7;39.3;1
4050;0.3295;18.9;34.6;39.4;1
4051;0.329;18.9;34.6;39.4;1
4052;0.3295;18.9;34.7;39.4;1
4053;0.3312;18.9;34.6;39.4;1
4054;0.3325;19.0;34.6;39.4;1
4055;0.3321;19.0;34.7;39.4;1
4056;0.333;19.1;34.6;39.5;1
4057;0.3327;19.1;34.6;39.6;1
4058;0.3337;19.1;34.7;39.5;1
4059;0.3338;19.1;34.7;39.6;1
4060;0.3341;19.1;34.7;39.6;1
4061;0.3341;19.1;34.7;39.6;1
4062;0.3358;19.1;34.7;39.7;1
4063;0.3345;19.1;34.7;39.6;1
4064;0.3356;19.0;34.7;39.8;1
4065;0.3348;19.0;34.7;39.7;1
4066;0.3345;19.1;34.8;39.8;1
4067;0.3353;19.1;34.7;39.7;1
4068;0.3349;19.1;34.8;39.8;1
4069;0.3354;19.1;34.7;39.7;1
4070;0.3339;19.1;34.8;39.8;1
4071;0.3334;19.1;34.8;40.0;1
4072;0.3337;19.1;34.8;39.8;1
4073;0.3362;19.1;34.8;39.9;1
4074;0.3367;19.1;34.8;39.9;1
4075;0.3358;19.1;34.8;39.9;1
4076;0.3366;19.1;34.8;40.1;1
4077;0.337;19.1;34.8;39.9;1
4078;0.337;19.1;34.8;40.2;1
4079;0.3365;19.2;34.8;40.2;1
4080;0.3368;19.2;34.8;40.2;1
4081;0.3378;19.2;34.8;40.3;1
4082;0.3369;19.2;34.8;40.0;1
4083;0.3382;19.1;34.8;40.3;1
4084;0.3377;19.1;34.8;40.3;1
4085;0.3373;19.1;34.8;40.2;1
4086;0.3384;19.2;34.7;40.3;1
4087;0.3366;19.1;34.8;40.4;1
4088;0.3379;19.1;34.8;40.3;1
4089;0.3394;19.1;34.8;40.3;1
4090;0.3395;19.1;34.8;40.4;1
4091;0.3412;19.1;34.9;40.4;1
4092;0.34;19.1;34.8;40.4;1
4093;0.3413;19.1;34.9;40.5;1
4094;0.342;19.1;34.8;40.5;1
4095;0.3419;19.1;34.9;40.5;1
4096;0.3425;19.1;34.9;40.5;1
4097;0.3435;19.1;35.0;40.6;1
4098;0.3435;19.1;34.9;40.6;1
4099;0.3442;19.1;35.0;40.7;1
4100;0.3453;19.1;34.9;40.7;1
4101;0.3428;19.1;34.9;40.7;1
4102;0.3444;19.0;34.9;40.7;1
4103;0.3456;19.1;34.9;40.7;1
4104;0.3454;19.1;34.9;40.7;1
4105;0.3456;19.1;34.9;40.8;1
4106;0.3436;19.1;34.9;40.7;1
4107;0.3443;19.1;34.8;40.8;1
4108;0.3463;19.1;34.9;40.8;1
4109;0.3481;19.1;34.9;40.9;1
4110;0.3491;19.1;34.9;40.8;1
4111;0.3501;19.0;34.9;40.9;1
4112;0.3497;19.0;34.9;40.9;1
4113;0.349;19.0;34.9;40.9;1
4114;0.3488;19.0;34.9;41.0;1
4115;0.349;19.0;34.9;41.0;1
4116;0.3503;19.0;34.9;41.0;1
4117;0.3494;19.0;34.9;41.0;1
4118;0.3498;19.0;34.9;41.0;1
4119;0.3476;19.0;34.9;41.1;1
4120;0.348;19.0;35.0;41.1;1
4121;0.3514;18.9;35.1;41.2;1
4122;0.3524;18.9;35.1;41.2;1
4123;0.3534;19.0;35.1;41.2;1
4124;0.3531;18.9;35.1;41.2;1
4125;0.3517;18.9;35.1;41.2;1
4126;0.3521;19.0;35.0;41.2;1
4127;0.3528;19.0;35.0;41.3;1
4128;0.3522;19.0;35.0;41.3;1
4129;0.3529;19.0;35.1;41.3;1
4130;0.3511;19.0;35.0;41.3;1
4131;0.3514;19.0;35.0;41.3;1
4132;0.351;19.0;35.1;41.3;1
4133;0.3514;19.0;35.1;41.3;1
4134;0.3501;19.0;35.0;41.3;1
4135;0.3514;19.0;35.1;41.4;1
4136;0.3507;19.0;35.2;41.3;1
4137;0.3491;19.0;35.2;41.4;1
4138;0.3495;19.0;35.1;41.4;1
4139;0.3501;19.0;35.2;41.4;1
4140;0.3496;19.0;35.2;41.3;1
4141;0.3509;19.0;35.2;41.4;1
4142;0.3495;19.1;35.2;41.4;1
4143;0.3519;19.1;35.1;41.4;1
4144;0.3534;19.1;35.2;41.4;1
4145;0.3514;19.1;35.2;41.4;1
4146;0.3508;19.1;35.3;41.4;1
4147;0.3518;19.1;35.2;41.5;1
4148;0.3514;19.1;35.3;41.4;1
4149;0.3532;19.1;35.3;41.5;1
4150;0.3535;19.1;35.3;41.5;1
4151;0.354;19.1;35.3;41.5;1
4152;0.3548;19.1;35.2;41.5;1
4153;0.3561;19.1;35.3;41.5;1
4154;0.3539;19.1;35.3;41.5;1
4155;0.355;19.1;35.2;41.6;1
4156;0.3561;19.1;35.3;41.5;1
4157;0.3571;19.1;35.3;41.6;1
4158;0.3555;19.2;35.3;41.6;1
4159;0.3568;19.2;35.3;41.6;1
4160;0.3546;19.2;35.4;41.7;1
4161;0.3534;19.2;35.4;41.7;1
4162;0.3532;19.3;35.4;41.7;1
4163;0.3553;19.2;35.4;41.7;1
4164;0.355;19.3;35.4;41.7;1
4165;0.3561;19.2;35.4;41.7;1
4166;0.3554;19.2;35.4;41.7;1
4167;0.3576;19.2;35.4;41.7;1
4168;0.3578;19.2;35.5;41.8;1
4169;0.3564;19.3;35.5;41.7;1
4170;0.3552;19.2;35.5;41.7;1
4171;0.3566;19.2;35.5;41.8;1
4172;0.3581;19.1;35.5;41.7;1
4173;0.3582;19.2;35.6;41.8;1
4174;0.3589;19.2;35.5;41.8;1
4175;0.3577;19.2;35.5;41.8;1
4176;0.3584;19.2;35.5;41.8;1
4177;0.3577;19.2;35.5;41.8;1
4178;0.3574;19.2;35.5;41.8;1
4179;0.3589;19.3;35.5;41.8;1
4180;0.3576;19.3;35.5;41.8;1
4181;0.3567;19.2;35.5;41.8;1
4182;0.3574;19.2;35.5;41.8;1
4183;0.3571;19.2;35.5;41.8;1
4184;0.359;19.3;35.5;41.8;1
4185;0.3596;19.3;35.5;41.8;1
4186;0.3592;19.4;35.5;41.9;1
4187;0.3594;19.4;35.5;41.9;1
4188;0.3574;19.4;35.5;41.9;1
4189;0.3594;19.3;35.6;41.9;1
4190;0.3587;19.4;35.6;42.0;1
4191;0.3585;19.5;35.6;42.0;1
4192;0.358;19.5;35.6;42.0;1
4193;0.3578;19.5;35.6;42.0;1
4194;0.3588;19.5;35.6;42.0;1
4195;0.3576;19.5;35.7;42.0;1
4196;0.3589;19.5;35.6;42.0;1
4197;0.3589;19.5;35.6;42.0;1
4198;0.3603;19.4;35.6;42.0;1
4199;0.3605;19.5;35.6;42.0;1
4200;0.3612;19.5;35.6;42.0;1
4201;0.3597;19.5;35.6;42.0;1
4202;0.3609;19.5;35.6;42.0;1
4203;0.3609;19.5;35.6;42.0;1
4204;0.3604;19.5;35.6;42.1;1
4205;0.3612;19.5;35.6;42.1;1
4206;0.3624;19.5;35.6;42.0;1
4207;0.3605;19.4;35.6;42.1;1
4208;0.3627;19.5;35.6;42.1;1
4209;0.3617;19.5;35.5;42.0;1
4210;0.3609;19.5;35.5;42.1;1
4211;0.3616;19.5;35.5;42.1;1
4212;0.364;19.5;35.5;42.1;1
4213;0.3615;19.5;35.5;42.1;1
4214;0.3612;19.5;35.5;42.2;1
4215;0.3618;19.5;35.6;42.2;1
4216;0.363;19.5;35.5;42.2;1
4217;0.3641;19.5;35.5;42.1;1
4218;0.3651;19.5;35.5;42.2;1
4219;0.3661;19.5;35.5;42.2;1
4220;0.3667;19.5;35.5;42.3;1
4221;0.3663;19.5;35.5;42.3;1
4222;0.3664;19.5;35.5;42.3;1
4223;0.368;19.6;35.5;42.3;1
4224;0.3672;19.6;35.5;42.3;1
4225;0.3683;19.6;35.5;42.6;1
4226;0.3678;19.6;35.4;42.3;1
4227;0.3669;19.6;35.5;42.4;1
4228;0.3648;19.6;35.5;42.6;1
4229;0.365;19.6;35.4;42.4;1
4230;0.3636;19.6;35.4;42.4;1
4231;0.363;19.6;35.4;42.4;1
4232;0.3619;19.5;35.4;42.4;1
4233;0.3627;19.5;35.4;42.4;1
4234;0.3625;19.5;35.4;42.4;1
4235;0.3631;19.5;35.4;42.4;1
4236;0.3639;19.5;35.5;42.4;1
4237;0.3638;19.5;35.4;42.3;1
4238;0.3638;19.5;35.5;42.4;1
4239;0.3641;19.5;35.4;42.7;1
4240;0.3649;19.5;35.4;42.5;1
4241;0.3648;19.5;35.4;42.7;1
4242;0.3661;19.5;35.4;42.4;1
4243;0.3646;19.5;35.4;42.7;1
4244;0.3664;19.5;35.4;42.5;1
4245;0.3661;19.5;35.5;42.5;1
4246;0.3654;19.5;35.5;42.7;1
4247;0.3658;19.5;35.5;42.5;1
4248;0.3659;19.5;35.5;42.5;1
4249;0.3656;19.5;35.5;42.5;1
4250;0.3633;19.5;35.5;42.5;1
4251;0.3654;19.5;35.5;42.5;1
4252;0.3664;19.5;35.5;42.7;1
4253;0.366;19.5;35.5;42.5;1
4254;0.3647;19.5;35.5;42.7;1
4255;0.3653;19.5;35.5;42.5;1
4256;0.3639;19.5;35.5;42.5;1
4257;0.3659;19.5;35.5;42.5;1
4258;0.366;19.5;35.6;42.5;1
4259;0.3656;19.5;35.6;42.5;1
4260;0.364;19.6;35.6;42.7;1
4261;0.3666;19.6;35.6;42.5;1
4262;0.3662;19.6;35.6;42.8;1
4263;0.364;19.6;35.7;42.8;1
4264;0.3643;19.6;35.7;42.5;1
4265;0.3635;19.6;35.8;42.5;1
4266;0.3635;19.6;35.8;42.8;1
4267;0.3615;19.6;35.7;42.8;1
4268;0.3612;19.7;35.7;42.8;1
4269;0.3619;19.7;35.7;42.7;1
4270;0.3628;19.8;35.7;42.8;1
4271;0.3644;19.7;35.7;42.8;1
4272;0.3641;19.7;35.8;42.6;1
4273;0.363;19.8;35.9;42.8;1
4274;0.3627;19.8;35.9;42.8;1
4275;0.3634;19.8;36.0;42.8;1
4276;0.3633;19.9;36.0;42.6;1
4277;0.3625;19.8;36.0;42.5;1
4278;0.364;19.9;36.1;42.7;1
4279;0.3638;20.0;36.1;42.4;1
4280;0.3622;19.9;36.1;42.5;1
4281;0.3622;20.1;36.1;42.4;1
4282;0.3602;20.1;36.3;42.3;1
4283;0.3606;20.0;36.3;42.6;1
4284;0.3608;20.0;36.2;42.3;1
4285;0.3607;20.1;36.3;42.3;1
4286;0.3607;20.1;36.4;42.3;1
4287;0.3599;20.2;36.3;42.3;1
4288;0.357;20.2;36.5;42.3;1
4289;0.3584;20.2;36.4;42.3;1
4290;0.3604;20.3;36.5;42.3;1
4291;0.3585;20.3;36.6;42.4;1
4292;0.3586;20.3;36.6;42.3;1
4293;0.3584;20.4;36.7;42.3;1
4294;0.359;20.4;36.8;42.3;1
4295;0.3578;20.4;36.7;42.4;1
4296;0.3597;20.5;36.7;42.4;1
4297;0.3601;20.5;36.7;42.4;1
4298;0.3602;20.5;36.9;42.3;1
4299;0.3605;20.5;36.9;42.4;1
4300;0.3603;20.5;36.9;42.4;1
4301;0.3622;20.6;37.0;42.4;1
4302;0.3606;20.6;37.0;42.4;1
4303;0.3589;20.7;37.1;42.4;1
4304;0.3594;20.7;37.1;42.4;1
4305;0.3595;20.8;37.1;42.5;1
4306;0.3605;20.8;37.1;42.4;1
4307;0.3603;20.9;37.1;42.7;1
4308;0.3619;20.9;37.1;42.4;1
4309;0.3619;20.9;37.1;42.5;1
4310;0.3617;20.9;37.1;42.4;1
4311;0.3604;20.9;37.1;42.5;1
4312;0.3594;20.9;37.1;42.5;1
4313;0.3594;20.9;37.2;42.5;1
4314;0.3597;20.9;37.1;42.7;1
4315;0.3601;20.9;37.2;42.5;1
4316;0.3599;20.9;37.2;42.5;1
4317;0.3597;20.9;37.2;42.6;1
4318;0.3599;21.0;37.2;42.5;1
4319;0.3587;20.9;37.3;42.5;1
4320;0.359;20.9;37.3;42.8;1
4321;0.3585;20.9;37.2;42.5;1
4322;0.3573;20.9;37.2;42.8;1
4323;0.3565;20.9;37.2;42.8;1
4324;0.3566;20.9;37.2;42.8;1
4325;0.3561;20.9;37.3;42.8;1
4326;0.3559;20.9;37.3;42.5;1
4327;0.355;20.9;37.3;42.7;1
4328;0.3552;20.9;37.3;42.8;1
4329;0.3565;20.9;37.3;42.5;1
4330;0.3564;20.9;37.3;42.8;1
4331;0.3561;20.9;37.3;42.5;1
4332;0.3562;21.0;37.4;42.8;1
4333;0.3561;21.0;37.5;42.6;1
4334;0.3572;21.1;37.5;42.8;1
4335;0.3572;21.0;37.5;42.9;1
4336;0.3553;21.0;37.6;42.6;1
4337;0.3541;21.2;37.6;42.9;1
4338;0.3557;21.2;37.5;42.8;1
4339;0.3557;21.2;37.6;42.5;1
4340;0.3542;21.3;37.7;42.9;1
4341;0.3572;21.3;37.6;42.9;1
4342;0.3552;21.3;37.7;42.6;1
4343;0.3572;21.3;37.7;42.9;1
4344;0.3544;21.3;37.7;43.0;1
4345;0.3564;21.4;37.7;42.9;1
4346;0.3569;21.4;37.7;43.0;1
4347;0.3544;21.4;37.7;43.0;1
4348;0.3579;21.5;37.7;43.0;1
4349;0.3586;21.5;37.7;43.0;1
4350;0.3591;21.5;37.7;43.0;1
4351;0.3578;21.5;37.7;43.0;1
4352;0.3565;21.6;37.7;43.0;1
4353;0.3567;21.7;37.8;43.0;1
4354;0.3571;21.6;37.8;43.0;1
4355;0.359;21.6;37.7;43.1;1
4356;0.3607;21.6;37.8;43.2;1
4357;0.3581;21.6;37.8;43.2;1
4358;0.3569;21.6;37.8;43.2;1
4359;0.3557;21.6;37.8;43.2;1
4360;0.3538;21.7;37.8;43.2;1
4361;0.3544;21.8;37.8;43.2;1
4362;0.3553;21.8;37.8;43.2;1
4363;0.3561;21.8;37.9;43.2;1
4364;0.3554;21.8;38.1;43.2;1
4365;0.3565;21.7;38.2;43.2;1
4366;0.3562;21.9;38.3;43.3;1
4367;0.3565;21.9;38.4;43.2;1
4368;0.3572;21.9;38.6;43.3;1
4369;0.3559;22.0;38.6;43.3;1
4370;0.3584;22.1;38.7;43.3;1
4371;0.3574;22.0;38.7;43.4;1
4372;0.3586;22.0;38.8;43.4;1
4373;0.36;22.1;38.8;43.4;1
4374;0.3585;22.2;38.9;43.4;1
4375;0.3578;22.2;39.0;43.5;1
4376;0.3577;22.2;38.9;43.5;1
4377;0.3561;22.3;38.9;43.5;1
4378;0.358;22.3;39.1;43.5;1
4379;0.3588;22.3;39.0;43.6;1
4380;0.3598;22.4;39.1;43.5;1
4381;0.358;22.4;39.0;43.6;1
4382;0.3566;22.4;39.0;43.6;1
4383;0.3579;22.4;39.0;43.7;1
4384;0.3576;22.5;39.0;43.6;1
4385;0.3571;22.5;38.9;43.7;1
4386;0.3577;22.5;38.9;43.7;1
4387;0.3576;22.5;38.9;43.6;1
4388;0.3566;22.6;38.9;43.7;1
4389;0.3582;22.6;38.9;43.7;1
4390;0.359;22.6;38.9;43.7;1
4391;0.3565;22.7;38.8;43.7;1
4392;0.3587;22.7;38.9;43.7;1
4393;0.3593;22.7;38.9;43.7;1
4394;0.3577;22.7;38.9;43.8;1
4395;0.3583;22.7;39.0;43.8;1
4396;0.3575;22.6;39.0;43.8;1
4397;0.3568;22.6;38.9;43.8;1
4398;0.3594;22.6;38.9;43.9;1
4399;0.3575;22.6;39.0;43.9;1
4400;0.3575;22.7;38.9;43.9;1
4401;0.3575;22.6;38.9;43.9;1
4402;0.3589;22.6;38.9;43.9;1
4403;0.36;22.7;39.0;43.9;1
4404;0.3582;22.7;39.0;43.9;1
4405;0.3579;22.7;39.0;43.9;1
4406;0.3569;22.7;39.1;43.9;1
4407;0.3544;22.8;39.0;44.0;1
4408;0.3562;22.8;39.1;44.0;1
4409;0.3532;22.9;39.1;43.9;1
4410;0.3533;22.8;39.0;44.0;1
4411;0.3531;23.0;39.0;44.0;1
4412;0.3542;23.0;39.1;44.0;1
4413;0.3531;23.0;39.1;44.0;1
4414;0.3545;23.0;39.1;44.0;1
4415;0.3562;23.1;39.1;44.0;1
4416;0.3552;23.2;39.1;44.0;1
4417;0.3568;23.1;39.2;44.1;1
4418;0.3576;23.1;39.2;44.1;1
4419;0.3557;23.1;39.2;44.1;1
4420;0.3565;23.1;39.3;44.1;1
4421;0.3556;23.2;39.3;44.1;1
4422;0.3568;23.3;39.3;44.1;1
4423;0.3577;23.2;39.3;44.1;1
